Customer ID,Referred a Friend,Number of Referrals,Satisfaction Score,Customer Status,Churn Reason,Churn Category
3973-SKMLN,No,0,3,Stayed,,
6745-JEFZB,Yes,2,4,Stayed,,
9880-TDQAC,Yes,3,4,Stayed,,
8705-WZCYL,No,0,4,Joined,,
7102-JJVTX,Yes,9,3,Stayed,,
8626-PTQGE,No,0,3,Stayed,,
4983-CLMLV,No,0,3,Stayed,,
9385-EHGDO,Yes,5,3,Stayed,,
9498-FIMXL,No,0,4,Stayed,,
2379-GYFLQ,No,0,4,Stayed,,
2088-IEBAU,No,0,3,Stayed,,
7982-VCELR,No,0,4,Stayed,,
6885-PKOAM,Yes,3,3,Stayed,,
7520-HQWJU,Yes,6,3,Stayed,,
9639-BUJXT,No,0,5,Stayed,,
5924-SNGKP,No,0,4,Stayed,,
8966-SNIZF,Yes,9,4,Stayed,,
6243-OZGFH,No,0,3,Stayed,,
0513-RBGPE,Yes,6,3,Stayed,,
5160-UXJED,No,0,4,Stayed,,
8984-EYLLL,Yes,5,4,Stayed,,
9833-TGFHX,Yes,1,3,Stayed,,
9294-TDIPC,No,0,5,Stayed,,
5229-DTFYB,No,0,4,Stayed,,
0104-PPXDV,Yes,10,5,Stayed,,
5176-LMJXE,No,0,4,Stayed,,
3583-KRKMD,No,0,4,Stayed,,
9069-LGEUL,Yes,5,4,Stayed,,
7302-ZHMHP,No,0,5,Joined,,
9571-EDEBV,Yes,8,5,Stayed,,
3520-FJGCV,Yes,2,3,Stayed,,
6563-VRERX,Yes,2,5,Stayed,,
6122-EFVKN,No,0,3,Stayed,,
2805-EDJPQ,Yes,9,4,Stayed,,
6862-CQUMB,No,0,4,Stayed,,
7156-MXBJE,No,0,3,Stayed,,
6158-HDPXZ,No,0,4,Joined,,
2863-IMQDR,No,0,3,Stayed,,
5686-CMAWK,No,0,5,Stayed,,
5651-CRHKQ,Yes,3,3,Stayed,,
6583-SZVGP,No,0,4,Stayed,,
1708-PBBOA,No,0,3,Stayed,,
8782-LKFPK,No,0,4,Stayed,,
5522-JBWMO,No,0,5,Joined,,
3597-MVHJT,No,0,4,Stayed,,
9967-ATRFS,No,0,5,Stayed,,
2977-CEBSX,No,0,4,Stayed,,
5876-QMYLD,Yes,10,4,Stayed,,
2277-AXSDC,No,0,4,Stayed,,
9442-JTWDL,No,0,4,Stayed,,
3067-SVMTC,Yes,9,3,Stayed,,
5495-GPSRW,No,0,5,Stayed,,
7606-BPHHN,No,0,3,Stayed,,
4742-DRORA,Yes,5,4,Stayed,,
4163-NCJAK,Yes,9,4,Stayed,,
5233-AOZUF,Yes,3,5,Stayed,,
5973-EJGDP,No,0,5,Stayed,,
7916-VCCPB,Yes,6,3,Stayed,,
4686-GEFRM,Yes,5,3,Stayed,,
5249-QYHEX,Yes,2,5,Stayed,,
2233-FAGXV,Yes,6,5,Stayed,,
5605-IYGFG,No,0,3,Stayed,,
7663-ZTEGJ,No,0,5,Stayed,,
3935-TBRZZ,Yes,10,3,Stayed,,
8111-BKVDS,No,0,5,Stayed,,
8734-DKSTZ,No,0,3,Stayed,,
4360-PNRQB,No,0,5,Stayed,,
6152-ONASV,Yes,4,3,Stayed,,
7781-HVGMK,Yes,5,3,Stayed,,
2181-UAESM,No,0,4,Joined,,
6048-NJXHX,Yes,1,4,Stayed,,
2320-SLKMB,No,0,4,Stayed,,
4980-URKXC,Yes,1,4,Stayed,,
4376-KFVRS,Yes,5,3,Stayed,,
5886-VLQVU,No,0,3,Stayed,,
3577-AMVUX,No,0,4,Joined,,
0771-WLCLA,Yes,8,3,Stayed,,
0206-TBWLC,Yes,7,4,Stayed,,
2937-FTHUR,No,0,4,Stayed,,
1910-FMXJM,Yes,8,3,Stayed,,
0732-OCQOC,Yes,10,4,Stayed,,
5168-MSWXT,Yes,4,5,Stayed,,
1090-ESELR,Yes,8,3,Stayed,,
8592-PLTMQ,No,0,5,Stayed,,
8847-GEOOQ,Yes,10,5,Stayed,,
4785-FCIFB,Yes,10,5,Stayed,,
8313-NDOIA,No,0,5,Stayed,,
5149-CUZUJ,Yes,1,3,Stayed,,
0942-KOWSM,Yes,4,5,Stayed,,
4237-CLSMM,Yes,10,4,Joined,,
1452-VOQCH,No,0,3,Joined,,
4719-UMSIY,No,0,5,Stayed,,
6614-VBEGU,Yes,8,5,Stayed,,
2996-XAUVF,No,0,5,Stayed,,
5968-XQIVE,Yes,2,3,Stayed,,
8896-RAZCR,No,0,5,Stayed,,
1304-BCCFO,Yes,2,3,Stayed,,
4104-PVRPS,Yes,7,3,Stayed,,
4431-EDMIQ,Yes,8,3,Stayed,,
0486-LGCCH,Yes,2,3,Stayed,,
5168-MQQCA,Yes,2,4,Stayed,,
7971-HLVXI,Yes,4,5,Stayed,,
9094-AZPHK,No,0,3,Stayed,,
3649-JPUGY,No,0,3,Stayed,,
4472-LVYGI,Yes,2,3,Stayed,,
3552-CTCYF,Yes,4,5,Stayed,,
6778-YSNIH,No,0,5,Joined,,
6579-JPICP,No,0,5,Joined,,
4134-BSXLX,Yes,7,3,Stayed,,
0505-SPOOW,Yes,7,4,Stayed,,
4374-YMUSQ,No,0,3,Stayed,,
3957-HHLMR,Yes,1,3,Stayed,,
7803-XOCCZ,Yes,1,3,Stayed,,
5736-YEJAX,No,0,4,Stayed,,
8981-FJGLA,No,0,5,Stayed,,
1135-LMECX,No,0,5,Joined,,
8535-SFUTN,No,0,3,Stayed,,
8677-HDZEE,No,0,3,Stayed,,
2475-MROZF,No,0,3,Stayed,,
3482-ABPKK,No,0,3,Stayed,,
7531-GQHME,No,0,4,Stayed,,
5174-ITUMV,No,0,5,Stayed,,
0913-XWSCN,Yes,1,4,Stayed,,
0750-EBAIU,No,0,3,Stayed,,
3571-DPYUH,Yes,1,4,Stayed,,
7601-GNDYK,Yes,1,4,Stayed,,
8067-NIOYM,Yes,9,5,Stayed,,
1403-GYAFU,Yes,5,3,Stayed,,
4234-XTNEA,No,0,5,Joined,,
5348-CAGXB,No,0,4,Stayed,,
0621-HJWXJ,Yes,1,4,Stayed,,
5844-QVTAT,Yes,8,4,Stayed,,
8905-IAZPF,Yes,4,3,Stayed,,
5394-MEITZ,Yes,5,5,Stayed,,
6859-QNXIQ,Yes,10,3,Stayed,,
2782-LFZVW,No,0,4,Stayed,,
2866-IKBTM,No,0,4,Joined,,
7129-AZJDE,Yes,1,3,Stayed,,
2560-PPCHE,No,0,5,Stayed,,
8138-EALND,No,0,5,Stayed,,
3580-HYCSP,Yes,10,3,Stayed,,
1352-HNSAW,Yes,9,3,Stayed,,
2075-PUEPR,Yes,2,3,Stayed,,
1982-FEBTD,Yes,1,5,Stayed,,
5791-KAJFD,Yes,2,3,Stayed,,
2654-VBVPB,No,0,5,Joined,,
1154-HYWWO,No,0,3,Stayed,,
2501-XWWTZ,No,0,5,Stayed,,
3716-UVSPD,No,0,3,Joined,,
6815-ABQFQ,Yes,1,3,Stayed,,
7343-EOBEU,Yes,9,5,Joined,,
3701-SFMUH,Yes,6,3,Stayed,,
6103-LIANB,Yes,3,4,Stayed,,
7319-VENRZ,No,0,4,Stayed,,
5846-NEQVZ,Yes,3,4,Stayed,,
6967-QIQRV,Yes,8,3,Stayed,,
5781-RFZRP,Yes,7,3,Stayed,,
0308-IVGOK,No,0,5,Stayed,,
7293-LSCDV,Yes,2,4,Stayed,,
5756-JYOJT,No,0,3,Stayed,,
9548-LIGTA,Yes,2,3,Stayed,,
5150-LJNSR,Yes,3,4,Stayed,,
8270-RKSAP,No,0,3,Stayed,,
2640-LYMOV,No,0,4,Joined,,
1423-BMPBQ,Yes,1,4,Joined,,
2393-DIVAI,No,0,3,Joined,,
4568-KNYWR,No,0,4,Stayed,,
8752-IMQOS,Yes,1,3,Stayed,,
0742-LAFQK,Yes,1,3,Stayed,,
0795-LAFGP,Yes,1,3,Stayed,,
0619-OLYUR,Yes,1,3,Stayed,,
5512-IDZEI,Yes,1,5,Stayed,,
0459-SPZHJ,Yes,1,4,Stayed,,
0215-BQKGS,No,0,4,Stayed,,
9244-ZVAPM,No,0,3,Joined,,
8208-EUMTE,No,0,4,Stayed,,
5172-MIGPM,No,0,4,Stayed,,
1710-RCXUS,No,0,3,Stayed,,
0374-FIUCA,Yes,1,3,Stayed,,
5839-SUYVZ,No,0,3,Stayed,,
5173-ZXXXL,No,0,4,Joined,,
1096-ADRUX,Yes,1,3,Stayed,,
2001-MCUUW,No,0,4,Stayed,,
2731-GJRDG,No,0,3,Stayed,,
4723-BEGSG,Yes,1,3,Stayed,,
6516-NKQBO,Yes,1,4,Stayed,,
8672-OAUPW,No,0,4,Stayed,,
8207-DMRVL,Yes,1,3,Stayed,,
2804-ETQDK,No,0,4,Stayed,,
7138-GIRSH,No,0,5,Stayed,,
9396-ZSFLL,No,0,4,Stayed,,
6464-KEXXH,No,0,3,Stayed,,
5240-CAOYT,No,0,3,Stayed,,
4059-IIEBK,No,0,3,Stayed,,
0516-UXRMT,No,0,3,Stayed,,
4851-BQDNX,Yes,5,4,Stayed,,
5148-HKFIR,No,0,5,Stayed,,
3003-CMDUU,No,0,3,Stayed,,
5016-IBERQ,Yes,1,4,Stayed,,
9931-KGHOA,Yes,9,3,Stayed,,
1775-KWJKQ,Yes,5,4,Stayed,,
7665-VIGUD,No,0,5,Stayed,,
9411-TPQQV,No,0,3,Stayed,,
7954-MLBUN,No,0,5,Stayed,,
2077-DDHJK,Yes,2,4,Stayed,,
9574-BOSMD,Yes,10,4,Stayed,,
8404-VLQFB,Yes,1,3,Stayed,,
2391-IPLOP,Yes,6,4,Stayed,,
5845-BZZIB,Yes,7,3,Stayed,,
1140-UKVZG,No,0,5,Stayed,,
5183-SNMJQ,No,0,3,Stayed,,
8100-PNJMH,Yes,2,4,Stayed,,
7838-LAZFO,Yes,6,4,Stayed,,
2085-JVGAD,Yes,3,4,Stayed,,
8095-WANWK,No,0,5,Stayed,,
3030-ZKIWL,No,0,5,Joined,,
9565-FLVCG,Yes,10,3,Stayed,,
8755-OGKNA,Yes,5,3,Stayed,,
2800-VEQXM,No,0,3,Joined,,
5533-RJFTJ,No,0,4,Stayed,,
0214-JHPFW,Yes,9,4,Stayed,,
5642-MHDQT,Yes,6,3,Stayed,,
3088-FVYWK,Yes,3,3,Stayed,,
9092-GDZKO,No,0,4,Stayed,,
2324-AALNO,No,0,5,Stayed,,
5760-IFJOZ,No,0,4,Joined,,
2826-UWHIS,Yes,4,5,Stayed,,
7501-IWUNG,Yes,9,4,Stayed,,
4957-TREIR,No,0,4,Joined,,
8040-MNRTF,No,0,5,Joined,,
1536-HBSWP,No,0,3,Joined,,
5313-FPXWG,No,0,5,Stayed,,
0946-FKYTX,No,0,3,Stayed,,
5076-YVXCM,No,0,5,Stayed,,
8262-COGGB,No,0,3,Joined,,
6663-JOCQO,Yes,7,3,Stayed,,
9620-QJREV,No,0,5,Stayed,,
2480-JZOSN,Yes,8,4,Joined,,
0078-XZMHT,Yes,5,3,Stayed,,
8338-QIUNR,Yes,8,3,Stayed,,
1525-LNLOJ,Yes,5,5,Stayed,,
9450-TRJUU,No,0,4,Stayed,,
1766-GKNMI,No,0,3,Stayed,,
6942-LBFDP,No,0,3,Joined,,
1456-TWCGB,No,0,3,Stayed,,
7596-ZYWBB,No,0,4,Stayed,,
3014-WJKSM,Yes,10,4,Stayed,,
3347-YJZZE,Yes,6,4,Stayed,,
7929-DMBCV,Yes,6,3,Stayed,,
9661-JALZV,No,0,4,Stayed,,
5433-KYGHE,No,0,3,Stayed,,
4312-KFRXN,Yes,2,3,Stayed,,
5575-TPIZQ,No,0,3,Stayed,,
0114-IGABW,Yes,2,5,Stayed,,
9944-AEXBM,No,0,3,Stayed,,
1853-ARAAQ,No,0,5,Stayed,,
4697-LUPSU,Yes,6,3,Joined,,
8434-VGEQQ,No,0,4,Stayed,,
4950-HKQTE,No,0,4,Stayed,,
6786-OBWQR,Yes,8,5,Stayed,,
2753-JMMCV,No,0,3,Stayed,,
6621-YOBKI,No,0,4,Stayed,,
1216-JWVUX,Yes,4,3,Stayed,,
7564-GHCVB,Yes,5,3,Stayed,,
1173-NOEYG,Yes,1,4,Stayed,,
7595-EHCDL,Yes,10,3,Stayed,,
6647-ZEDXT,No,0,4,Stayed,,
2521-NPUZR,Yes,9,3,Stayed,,
4381-MHQDC,No,0,3,Stayed,,
6923-JHPMP,No,0,4,Joined,,
4018-PPNDW,Yes,9,4,Stayed,,
1635-FJFCC,No,0,5,Stayed,,
6425-JWTDV,Yes,5,4,Stayed,,
8405-IGQFX,No,0,3,Stayed,,
8224-IVVPA,No,0,3,Stayed,,
9477-LGWQI,Yes,10,3,Stayed,,
1410-RSCMR,Yes,3,3,Stayed,,
3115-CZMZD,No,0,4,Stayed,,
0139-IVFJG,Yes,10,3,Joined,,
5730-DBDSI,No,0,3,Stayed,,
0030-FNXPP,No,0,4,Joined,,
5684-FJVYR,Yes,9,3,Stayed,,
4013-GUXND,No,0,4,Joined,,
1266-NZYUI,Yes,6,3,Stayed,,
7969-FFOWG,Yes,2,4,Stayed,,
4718-DHSMV,No,0,5,Stayed,,
5175-WLYXL,No,0,5,Stayed,,
7817-OMJNA,No,0,5,Stayed,,
8728-SKJLR,No,0,3,Stayed,,
3137-NYQQI,Yes,2,4,Stayed,,
7706-DZNKK,No,0,4,Stayed,,
8823-RLPWL,Yes,5,4,Stayed,,
9505-SQFSW,Yes,6,4,Joined,,
3758-CKOQL,Yes,7,4,Stayed,,
5676-CFLYY,Yes,4,5,Stayed,,
7521-AFHAB,Yes,10,3,Stayed,,
0285-INHLN,Yes,5,3,Stayed,,
5125-CNDSP,No,0,3,Stayed,,
4992-LTJNE,Yes,5,4,Stayed,,
2202-OUTMO,Yes,5,4,Stayed,,
0810-BDHAW,Yes,4,3,Stayed,,
0229-LFJAF,No,0,5,Stayed,,
7131-ZQZNK,Yes,1,5,Stayed,,
3442-ZHHCC,No,0,4,Stayed,,
5726-CVNYA,Yes,8,5,Stayed,,
9871-ELEYA,No,0,3,Stayed,,
4257-GAESD,No,0,5,Stayed,,
5173-WXOQV,Yes,2,4,Joined,,
2040-OBMLJ,No,0,5,Stayed,,
6286-ZHAOK,Yes,6,4,Stayed,,
3807-XHCJH,Yes,4,4,Joined,,
8859-AXJZP,Yes,7,5,Stayed,,
3174-AKMAS,Yes,1,4,Stayed,,
9926-PJHDQ,Yes,5,3,Stayed,,
7382-DFJTU,No,0,4,Stayed,,
2798-NYLMZ,Yes,10,3,Stayed,,
8098-TDCBU,Yes,9,4,Stayed,,
3551-GAEGL,No,0,4,Stayed,,
3196-NVXLZ,No,0,3,Stayed,,
0036-IHMOT,Yes,10,3,Stayed,,
4178-EGMON,Yes,9,3,Stayed,,
4220-TINQT,Yes,3,5,Stayed,,
5318-YKDPV,Yes,1,3,Stayed,,
7975-TZMLR,No,0,4,Stayed,,
0295-QVKPB,No,0,4,Stayed,,
4335-BSMJS,No,0,3,Stayed,,
9146-JRIOX,Yes,1,5,Stayed,,
5337-IIWKZ,Yes,2,4,Stayed,,
9650-VBUOG,Yes,9,3,Stayed,,
3487-EARAT,Yes,7,3,Stayed,,
2672-TGEFF,Yes,3,4,Stayed,,
8184-WMOFI,No,0,3,Stayed,,
6092-QZVPP,No,0,3,Stayed,,
4625-LAMOB,No,0,5,Stayed,,
0392-BZIUW,Yes,7,3,Stayed,,
6549-NNDYT,No,0,3,Stayed,,
0422-OHQHQ,Yes,7,5,Stayed,,
6916-HIJSE,No,0,4,Stayed,,
2316-ESMLS,Yes,7,3,Stayed,,
9778-OGKQZ,Yes,8,3,Stayed,,
7408-OFWXJ,Yes,3,3,Stayed,,
6007-TCTST,Yes,9,3,Stayed,,
2252-NKNSI,No,0,3,Stayed,,
8713-IGZSO,No,0,3,Joined,,
7905-TVXTA,No,0,4,Stayed,,
7695-PKLCZ,No,0,4,Stayed,,
8374-UULRV,No,0,4,Stayed,,
3224-DFQNQ,Yes,10,3,Stayed,,
5275-PMFUT,Yes,9,3,Stayed,,
4795-UXVCJ,No,0,3,Stayed,,
9777-IQHWP,Yes,2,3,Stayed,,
0979-MOZQI,Yes,6,4,Stayed,,
2732-ISEZX,No,0,3,Stayed,,
0323-XWWTN,No,0,5,Joined,,
1937-OTUKY,Yes,1,3,Stayed,,
1573-LGXBA,Yes,1,4,Stayed,,
1764-VUUMT,No,0,4,Stayed,,
4713-ZBURT,No,0,4,Stayed,,
3050-GBUSH,No,0,4,Joined,,
7876-AEHIG,No,0,3,Stayed,,
7945-HLKEA,No,0,3,Stayed,,
9342-VNIMQ,No,0,3,Stayed,,
3199-NPKCN,Yes,1,3,Stayed,,
5170-PTRKA,Yes,1,4,Stayed,,
4661-NJEUX,No,0,3,Joined,,
0048-LUMLS,Yes,1,5,Stayed,,
5898-IGSLP,Yes,1,3,Stayed,,
7997-EASSD,Yes,1,3,Stayed,,
0730-KOAVE,No,0,3,Stayed,,
8975-SKGRX,Yes,1,4,Stayed,,
0678-RLHVP,No,0,5,Stayed,,
2267-FPIMA,Yes,1,4,Stayed,,
1051-GEJLJ,No,0,5,Joined,,
5285-MVEHD,Yes,1,4,Stayed,,
0379-DJQHR,Yes,1,3,Stayed,,
5543-QDCRY,No,0,4,Stayed,,
0297-RBCSG,No,0,4,Stayed,,
4694-PHWFW,No,0,4,Stayed,,
0835-JKADZ,No,0,4,Stayed,,
3865-YIOTT,Yes,1,3,Stayed,,
5993-BQHEA,No,0,3,Stayed,,
6024-RUGGH,Yes,1,3,Stayed,,
4079-WWQQQ,No,0,4,Stayed,,
6103-BOCOU,No,0,3,Stayed,,
5149-TGWDZ,No,0,4,Stayed,,
7471-WNSUF,Yes,1,3,Stayed,,
8942-DBMHZ,No,0,5,Stayed,,
4301-VVZKA,Yes,1,5,Stayed,,
9199-PWQVC,Yes,1,3,Stayed,,
5393-HJZSM,Yes,1,3,Stayed,,
0862-PRCBS,Yes,6,3,Stayed,,
8812-ZRHFP,No,0,3,Stayed,,
5146-CBVOE,No,0,5,Stayed,,
0454-OKRCT,No,0,4,Stayed,,
5787-KXGIY,Yes,3,3,Stayed,,
4198-VFOEA,No,0,3,Stayed,,
5709-LVOEQ,Yes,8,3,Stayed,,
2692-AQCPF,Yes,6,3,Stayed,,
0347-UBKUZ,No,0,4,Stayed,,
0835-DUUIQ,No,0,5,Stayed,,
0811-GSDTP,No,0,5,Stayed,,
7567-ECMCM,No,0,4,Stayed,,
6115-ZTBFQ,Yes,6,3,Stayed,,
6353-BRMMA,Yes,3,4,Stayed,,
6231-WFGFH,Yes,4,4,Stayed,,
6169-PPETC,Yes,8,4,Stayed,,
8584-KMVXD,No,0,3,Stayed,,
8467-WYNSR,No,0,3,Stayed,,
0851-DFJKB,No,0,4,Stayed,,
5382-SOYZL,No,0,4,Stayed,,
3261-CQXOL,No,0,3,Stayed,,
8388-FYNPZ,No,0,3,Stayed,,
4002-BQWPQ,No,0,3,Stayed,,
5651-YLPRD,Yes,7,5,Stayed,,
4378-BZYFP,No,0,3,Stayed,,
7764-BDPEE,No,0,4,Joined,,
3429-IFLEM,No,0,3,Stayed,,
5002-GCQFH,Yes,1,3,Stayed,,
0556-FJEGU,No,0,4,Stayed,,
0604-THJFP,Yes,4,3,Stayed,,
5879-SESNB,No,0,3,Stayed,,
6461-PPAXN,Yes,5,4,Stayed,,
3318-ISQFQ,No,0,3,Stayed,,
1106-HRLKZ,Yes,9,5,Stayed,,
2483-XSSMZ,No,0,3,Stayed,,
8165-ZJRNM,Yes,7,5,Stayed,,
2604-XVDAM,No,0,4,Stayed,,
3717-OFRTN,No,0,5,Joined,,
9046-JBFWA,No,0,3,Stayed,,
3280-NMUVX,Yes,7,5,Stayed,,
1206-EHBDD,Yes,9,3,Stayed,,
8361-LBRDI,No,0,3,Stayed,,
4883-KCPZJ,Yes,9,3,Stayed,,
9108-EQPNQ,Yes,10,5,Stayed,,
7277-KAMWT,No,0,3,Stayed,,
2545-LXYVJ,Yes,1,3,Stayed,,
3234-VKACU,No,0,3,Joined,,
8120-JDCAM,Yes,1,4,Stayed,,
8917-FAEMR,No,0,3,Stayed,,
7047-YXDMZ,No,0,3,Stayed,,
0929-HYQEW,No,0,3,Joined,,
6614-YOLAC,Yes,3,4,Stayed,,
7426-RHZGU,No,0,3,Stayed,,
4065-JJAVA,No,0,4,Joined,,
7649-SIJJF,Yes,5,3,Stayed,,
9361-YNQWJ,No,0,5,Stayed,,
3748-FVMZZ,No,0,4,Stayed,,
9391-TTOYH,No,0,4,Stayed,,
1452-XRSJV,Yes,3,3,Stayed,,
3422-WJOYD,Yes,1,5,Stayed,,
7147-AYBAA,No,0,3,Stayed,,
6732-FZUGP,No,0,4,Stayed,,
8329-GWVPJ,Yes,8,5,Stayed,,
1352-VHKAJ,Yes,1,5,Stayed,,
2632-TACXW,Yes,4,4,Stayed,,
8146-QQKZH,Yes,4,4,Stayed,,
1767-CJKBA,No,0,4,Stayed,,
6445-TNRXS,Yes,5,3,Stayed,,
4581-LNWUM,No,0,3,Stayed,,
4869-EPIUS,Yes,3,5,Stayed,,
1915-OAKWD,No,0,3,Stayed,,
7296-PIXQY,No,0,4,Stayed,,
3354-OADJP,No,0,3,Stayed,,
3524-WQDSG,Yes,8,3,Stayed,,
0810-DHDBD,No,0,3,Stayed,,
4026-SKKHW,No,0,3,Joined,,
2829-HYVZP,No,0,4,Stayed,,
3845-JHAMY,Yes,1,5,Stayed,,
7013-PSXHK,No,0,4,Stayed,,
3486-NPGST,No,0,5,Stayed,,
6100-FJZDG,Yes,10,5,Stayed,,
1730-VFMWO,Yes,6,5,Stayed,,
7143-BQIBA,No,0,3,Stayed,,
3800-LYTRK,No,0,4,Stayed,,
9646-NMHXE,Yes,7,5,Stayed,,
7030-NJVDP,Yes,2,3,Stayed,,
7771-ZONAT,No,0,4,Stayed,,
2111-DWYHN,No,0,5,Joined,,
4194-WHFCB,Yes,2,3,Stayed,,
4121-AGSIN,Yes,9,4,Stayed,,
0455-XFASS,Yes,3,3,Joined,,
0301-KOBTQ,No,0,5,Stayed,,
4367-NUYAO,Yes,5,5,Stayed,,
9170-ARBTB,No,0,3,Stayed,,
7241-AJHFS,No,0,3,Stayed,,
4546-FOKWR,No,0,5,Stayed,,
9036-CSKBW,No,0,3,Stayed,,
5832-TRLPB,No,0,3,Stayed,,
8590-YFFQO,Yes,1,3,Stayed,,
8659-IOOPU,Yes,4,3,Stayed,,
1338-CECEE,Yes,4,4,Stayed,,
7439-DKZTW,No,0,4,Joined,,
4646-QZXTF,Yes,4,3,Stayed,,
9742-XOKTS,Yes,10,3,Stayed,,
6921-OZMFH,Yes,3,3,Stayed,,
9578-FOMUK,No,0,3,Stayed,,
4712-UYOOI,Yes,4,3,Stayed,,
7722-CVFXN,Yes,9,5,Stayed,,
8717-VCTXJ,No,0,3,Stayed,,
7363-QTBIW,Yes,3,5,Stayed,,
4159-NAAIX,No,0,3,Stayed,,
0971-QIFJK,Yes,10,3,Stayed,,
9397-TZSHA,No,0,5,Stayed,,
3391-JSQEW,Yes,7,4,Stayed,,
0343-QLUZP,No,0,3,Stayed,,
3312-UUMZW,Yes,3,4,Stayed,,
1271-UODNO,No,0,3,Stayed,,
8461-EFQYM,No,0,3,Stayed,,
6900-RBKER,No,0,3,Stayed,,
6891-JPYFF,Yes,1,3,Stayed,,
1459-QNFQT,Yes,7,4,Stayed,,
1047-NNCBF,No,0,3,Stayed,,
3696-XRIEN,No,0,4,Stayed,,
0074-HDKDG,Yes,5,3,Stayed,,
8791-GFXLZ,No,0,5,Stayed,,
9330-DHBFL,Yes,4,4,Stayed,,
0098-BOWSO,No,0,5,Stayed,,
5859-HZYLF,Yes,9,5,Stayed,,
3156-QLHBO,No,0,3,Joined,,
2208-NQBCT,Yes,10,3,Stayed,,
6621-NRZAK,Yes,7,5,Stayed,,
0831-JNISG,Yes,9,4,Stayed,,
0774-IFUVM,Yes,7,3,Stayed,,
9553-DLCLU,No,0,3,Stayed,,
1641-BYBTK,No,0,4,Stayed,,
2446-ZKVAF,Yes,5,5,Stayed,,
3522-CDKHF,Yes,6,3,Stayed,,
1430-SFQSA,No,0,4,Stayed,,
0411-EZJZE,No,0,4,Joined,,
8807-ARQET,No,0,5,Stayed,,
8992-CEUEN,No,0,4,Joined,,
4320-QMLLA,No,0,3,Stayed,,
8777-PVYGU,No,0,4,Stayed,,
8292-ITGYJ,Yes,7,4,Stayed,,
6870-ZWMNX,Yes,4,4,Stayed,,
0621-CXBKL,No,0,5,Stayed,,
5334-JLAXU,Yes,8,3,Stayed,,
9359-UGBTK,No,0,3,Stayed,,
6479-OAUSD,No,0,3,Stayed,,
7129-ACFOG,No,0,4,Stayed,,
4189-NAKJS,No,0,3,Stayed,,
5562-BETPV,Yes,1,3,Joined,,
9127-FHJBZ,Yes,1,3,Stayed,,
6994-ORCWG,No,0,5,Stayed,,
1346-UFHAX,No,0,3,Stayed,,
2933-XEUJM,No,0,4,Stayed,,
4835-YSJMR,No,0,4,Stayed,,
3164-YAXFY,No,0,4,Stayed,,
0887-WBJVH,Yes,1,4,Stayed,,
4660-IRIBM,Yes,1,4,Stayed,,
7670-ZBPOQ,Yes,1,4,Stayed,,
0080-OROZO,No,0,3,Stayed,,
3916-NRPAP,No,0,5,Joined,,
6807-SIWJI,No,0,4,Stayed,,
8221-HVAYI,No,0,3,Stayed,,
5232-NXPAY,No,0,3,Stayed,,
8967-SZQAS,No,0,5,Stayed,,
0455-ENTCR,Yes,1,4,Stayed,,
8944-AILEF,Yes,1,5,Stayed,,
5542-NKVRU,No,0,3,Stayed,,
7126-RBHSD,Yes,1,3,Stayed,,
5370-IIVVL,No,0,3,Stayed,,
6789-HJBWG,No,0,3,Stayed,,
9087-EYCPR,No,0,3,Stayed,,
6791-YBNAK,Yes,9,3,Stayed,,
6077-BDPXA,No,0,3,Joined,,
0013-MHZWF,No,0,3,Stayed,,
8268-YDIXR,Yes,1,3,Stayed,,
4291-SHSBH,No,0,3,Stayed,,
6980-IMXXE,Yes,5,5,Stayed,,
0040-HALCW,Yes,3,4,Stayed,,
0784-GTUUK,Yes,6,4,Stayed,,
2294-DMMUS,Yes,9,5,Stayed,,
0872-JCPIB,No,0,4,Stayed,,
3055-MJDSB,No,0,5,Stayed,,
9091-WTUUY,Yes,4,4,Stayed,,
7115-IRDHS,Yes,3,5,Stayed,,
8496-DMZUK,No,0,4,Stayed,,
2040-VZIKE,Yes,3,3,Stayed,,
9068-VPWQQ,Yes,10,4,Stayed,,
0178-SZBHO,Yes,7,3,Stayed,,
0384-RVBPI,No,0,3,Stayed,,
1299-AURJA,Yes,8,4,Stayed,,
4525-VZCZG,No,0,4,Stayed,,
2788-CJQAQ,No,0,5,Stayed,,
0319-QZTCO,Yes,9,3,Joined,,
2120-SMPEX,No,0,5,Stayed,,
0096-FCPUF,No,0,3,Stayed,,
0668-OGMHD,Yes,8,4,Stayed,,
9408-HRXRK,Yes,9,4,Stayed,,
5593-SUAOO,Yes,6,5,Stayed,,
6766-HFKLA,Yes,10,5,Stayed,,
7617-EYGLW,No,0,3,Joined,,
2226-ICFDO,Yes,9,4,Stayed,,
5529-GIBVH,No,0,3,Stayed,,
9992-UJOEL,No,0,5,Joined,,
4741-WWJQZ,No,0,3,Joined,,
6625-UTXEW,Yes,1,3,Stayed,,
6244-BESBM,Yes,6,4,Stayed,,
2612-PHGOX,Yes,4,4,Stayed,,
8480-PPONV,Yes,3,3,Stayed,,
8780-IHCRN,Yes,5,4,Stayed,,
4598-ZADCK,No,0,3,Stayed,,
1257-SXUXQ,Yes,10,3,Stayed,,
7182-OVLBJ,Yes,4,3,Stayed,,
5095-ETBRJ,Yes,5,4,Stayed,,
4821-WQOYN,Yes,6,4,Stayed,,
4730-AWNAU,Yes,7,3,Stayed,,
