Customer ID,Churn Label,Churn Score,CLTV
1623-NLDOT,Yes,82,2044
5236-PERKL,Yes,89,4738
7854-FOKSF,Yes,93,4747
2519-FAKOD,Yes,76,5274
7089-IVVAZ,Yes,71,2363
9492-TOKRI,Yes,90,2708
3325-FUYCG,Yes,85,3770
8481-YYXWG,Yes,70,4584
2609-IAICY,Yes,79,2756
1740-CSDJP,Yes,88,2548
2636-OHFMN,Yes,90,3955
1323-OOEPC,Yes,87,6481
9921-ZVRHG,Yes,94,4155
4701-MLJPN,Yes,78,2933
9206-GVPEQ,Yes,88,5212
1596-BBVTG,Yes,79,2785
8433-WXGNA,Yes,82,4676
3707-GNWHM,Yes,93,4750
5766-ZJYBB,Yes,66,4152
8931-GJJIQ,Yes,90,3520
4277-PVRAN,Yes,67,5071
0203-HHYIJ,Yes,79,3779
0952-KMEEH,Yes,91,5525
8178-EYZUO,Yes,70,3378
3230-WYKIR,Yes,79,3306
0407-BDJKB,Yes,88,4129
9600-UDOPK,Yes,68,4095
4074-SJFFA,Yes,83,2614
4910-GMJOT,Yes,96,4033
4323-SADQS,Yes,93,3520
4446-BZKHU,Yes,86,5011
5202-IVJNU,Yes,72,3106
5976-JCJRH,Yes,94,2162
0137-OCGAB,Yes,90,3056
3351-NQLDI,Yes,91,4348
7593-JNWRU,Yes,90,4525
4588-YBNIB,Yes,91,4205
5028-GZLDO,Yes,96,5317
6877-TJMBR,Yes,80,2627
6769-DCQLI,Yes,85,4630
2433-KMEAS,Yes,71,2445
2195-ZRVAX,Yes,90,3631
3550-SAHFP,Yes,66,5456
2011-TRQYE,Yes,82,5474
4873-ILOLJ,Yes,67,5546
2725-KXXWT,Yes,86,5460
9565-DJPIB,Yes,87,4689
8348-HFYIV,Yes,90,5775
6849-WLEYG,Yes,92,2611
4659-NZRUF,Yes,78,5830
8429-XIBUM,Yes,77,4694
2608-BHKFN,Yes,89,3600
7341-LXCAF,Yes,87,4013
9462-MJUAW,Yes,92,4399
8128-YVJRG,Yes,81,4513
1569-TTNYJ,Yes,72,3401
4749-VFKVB,Yes,90,4778
7598-UAASY,Yes,71,4340
7938-OUHIO,Yes,72,3916
0431-APWVY,Yes,91,5958
3426-NIYYL,Yes,66,2087
3387-VATUS,Yes,69,5701
1143-NMNQJ,Yes,95,2187
0415-MOSGF,Yes,76,3204
2495-INZWQ,Yes,66,5605
4139-SUGLD,Yes,77,2067
6857-VWJDT,Yes,87,3473
5624-BQSSA,Yes,70,4285
5577-OTWWW,Yes,69,2428
6100-QQHEB,Yes,91,5775
2691-NZETQ,Yes,89,2752
4404-HIBDJ,Yes,85,5175
7295-JOMMD,Yes,87,2895
5013-SBUIH,Yes,84,5855
6023-YEBUP,Yes,81,5351
7209-JCUDS,Yes,83,2832
6158-DWPZT,Yes,82,3195
3763-GCZHZ,Yes,95,5504
0772-GYEQQ,Yes,93,5202
4831-EOBFE,Yes,70,5150
9170-GYZJC,Yes,84,4734
2002-MZHWP,Yes,76,3820
2004-OCQXK,Yes,85,5622
5027-QPKTE,Yes,82,4292
2672-HUYVI,Yes,68,2266
7508-MYBOG,Yes,89,2177
0148-DCDOS,Yes,82,5641
9992-RRAMN,Yes,68,5248
0310-MVLET,Yes,77,5612
5696-QURRL,Yes,73,2644
0495-RVCBF,Yes,75,2066
7854-EDSSA,Yes,77,2195
8869-TORSS,Yes,69,2681
2115-BFTIW,Yes,75,4881
0611-DFXKO,Yes,78,4594
7780-OTDSO,Yes,86,2421
9747-DDZOS,Yes,74,4378
0564-JJHGS,Yes,90,5007
3348-CFRNX,Yes,71,2990
1428-GTBJJ,Yes,81,4601
2249-YPRNG,Yes,84,4223
7410-YTJIK,Yes,75,2872
4626-GYCZP,Yes,79,3506
5590-BYNII,Yes,91,4152
3237-AJGEH,Yes,67,5122
1591-NFNLQ,Yes,91,4769
0596-BQCEQ,Yes,93,4120
1481-ZUWZA,Yes,80,5433
2309-OSFEU,Yes,84,2529
7613-LLQFO,Yes,91,3330
2640-PMGFL,Yes,91,2518
3801-HMYNL,Yes,68,3123
4484-CGXFK,Yes,96,3190
6214-EDAKZ,Yes,79,5115
6127-ISGTU,Yes,67,3075
8740-XLHDR,Yes,67,5824
1208-DNHLN,Yes,83,4580
1761-AEZZR,Yes,72,5593
7120-RFMVS,Yes,73,4340
7317-GGVPB,Yes,90,4982
1322-AGOQM,Yes,95,2243
5692-FPTAH,Yes,67,2168
1550-LOAHA,Yes,74,4017
0268-QKIWO,Yes,83,2647
0876-WDUUZ,Yes,90,3716
0617-FHSGK,Yes,90,5283
2858-MOFSQ,Yes,76,5472
7005-CCBKV,Yes,77,4539
4250-FDVOU,Yes,95,4110
2141-RRYGO,Yes,76,5274
6376-GAHQE,Yes,65,2140
5052-PNLOS,Yes,65,3662
6979-ZNSFF,Yes,69,2545
2386-LAHRK,Yes,80,5094
6032-IGALN,Yes,79,4769
0516-WJVXC,Yes,78,5476
8809-RIHDD,Yes,83,5055
4822-NGOCH,Yes,74,5801
1432-FPAXX,Yes,77,3615
3884-HCSWG,Yes,70,4390
5077-DXTCG,Yes,86,2293
1142-WACZW,Yes,95,4268
4892-VLANZ,Yes,96,5600
2919-HBCJO,Yes,90,4580
4236-XPXAV,Yes,74,2283
3030-YZADT,Yes,66,5023
7410-KTVFV,Yes,90,2815
8393-DLHGA,Yes,68,2241
2834-SPCJV,Yes,75,6216
0587-DMGBH,Yes,75,2269
3523-QRQLL,Yes,94,5922
0895-DQHEW,Yes,77,4019
8149-RSOUN,Yes,78,3014
7250-EQKIY,Yes,75,2426
4013-UBXWQ,Yes,67,4612
5519-NPHVG,Yes,73,3975
8849-GYOKR,Yes,90,4893
3148-BLQJT,Yes,80,5747
0461-CVKMU,Yes,80,5737
8806-EAGWC,Yes,78,5698
4183-WCSEP,Yes,72,3091
5498-TXHLF,Yes,91,3358
9722-UJOJR,Yes,73,2663
6772-KSATR,Yes,83,5574
7112-OPOTK,Yes,91,5647
4210-QFJMF,Yes,68,5762
5828-AVIPD,Yes,73,4072
1086-LXKFY,Yes,92,4779
7774-OJSXI,Yes,65,5387
7786-WBJYI,Yes,89,5365
5016-ETTFF,Yes,69,3797
3866-MDTUB,Yes,72,3257
0697-ZMSWS,Yes,87,2330
7593-XFKDI,Yes,73,3017
0337-CNPZE,Yes,85,5383
1513-XNPPH,Yes,79,5047
6347-DCUIK,Yes,90,4231
0897-FEGMU,Yes,84,5286
7663-RGWBC,Yes,90,4773
1120-BMWUB,Yes,65,5091
9124-LHCJQ,Yes,91,2318
2235-ZGKPT,Yes,90,5386
3891-PUQOD,Yes,65,5020
0689-NKYLF,Yes,86,4028
3658-KIBGF,Yes,89,2833
5519-YLDGW,Yes,91,3769
4946-EDSEW,Yes,69,5638
8185-UPYBR,Yes,88,5838
4585-HETAI,Yes,83,5026
7526-BEZQB,Yes,89,2577
4951-UKAAQ,Yes,72,5948
2108-YKQTY,Yes,90,4930
4918-QLLIW,Yes,65,2755
1625-JAIIY,Yes,86,4714
2947-DOMLJ,Yes,82,3677
4112-LUEIZ,Yes,84,4206
4510-HIMLV,Yes,90,4154
2430-USGXP,Yes,66,4766
5955-ERIHD,Yes,72,2206
5949-EBSQK,Yes,83,2131
7274-RTAPZ,Yes,89,3898
0311-UNPFF,Yes,82,4910
3834-XUIFC,Yes,86,3905
7599-FKVXZ,Yes,93,2265
8229-TNIQA,Yes,91,3443
6221-AVQYL,Yes,78,2919
7743-EXURX,Yes,77,3758
5569-KGJHX,Yes,95,2445
7730-IUTDZ,Yes,68,4673
0426-TIRNE,Yes,90,5527
7587-RZNME,Yes,91,4849
0748-RDGGM,Yes,82,6136
3746-EUBYR,Yes,75,5861
2332-EFBJY,Yes,82,3438
9474-PHLYD,Yes,68,5129
2165-VOEGB,Yes,91,3322
2219-MVUSO,Yes,91,3721
8914-RBTSB,Yes,79,4115
0963-ZBDRN,Yes,93,3606
7594-RQHXR,Yes,94,3108
6331-EWIEB,Yes,92,2414
5998-VVEJY,Yes,72,2729
4317-VTEOA,Yes,93,5355
1670-SVOWZ,Yes,91,2504
7541-YLXCL,Yes,71,5220
0260-ZDLGK,Yes,65,3585
8722-NGNBH,Yes,80,3125
0133-BMFZO,Yes,94,3529
6128-CZOMY,Yes,78,4689
9540-JYROE,Yes,75,2899
3656-TKRVZ,Yes,65,5787
1501-SGHBW,Yes,81,3843
3208-YPIOE,Yes,96,4696
2612-RANWT,Yes,96,3682
2933-FILNV,Yes,91,2635
9986-BONCE,Yes,85,5822
4083-EUGRJ,Yes,91,3361
6410-LEFEN,Yes,73,3757
3194-ORPIK,Yes,80,5135
8816-VXNZD,Yes,83,4335
9378-FXTIZ,Yes,95,4596
1723-HKXJQ,Yes,66,5545
7825-GKXMW,Yes,78,5973
1240-KNSEZ,Yes,95,4933
0836-SEYLU,Yes,91,4800
3716-BDVDB,Yes,82,5795
5899-MQZZL,Yes,68,2189
6849-OYAMU,Yes,71,2608
6038-GCYEC,Yes,95,5153
1150-WFARN,Yes,90,5516
3144-AUDBS,Yes,86,5271
5616-PRTNT,Yes,86,3785
6688-UZPWD,Yes,88,5750
2839-RFSQE,Yes,83,3845
0968-GSIKN,Yes,73,3901
1965-DDBWU,Yes,87,5953
9057-SIHCH,Yes,72,3260
6771-XWBDM,Yes,80,4471
8601-QACRS,Yes,94,2353
2391-SOORI,Yes,83,5858
2645-QTLMB,Yes,91,5267
4806-HIPDW,Yes,75,5644
8443-ZRDBZ,Yes,75,3685
9136-ALYBR,Yes,65,2121
7479-NITWS,Yes,91,4154
2959-MJHIC,Yes,65,4167
5960-WPXQM,Yes,80,3555
0684-AOSIH,Yes,82,4489
8260-NGFNY,Yes,82,3196
1725-IQNIY,Yes,90,6274
6598-RFFVI,Yes,94,2279
8614-VGMMV,Yes,86,5209
2930-UOTMB,Yes,68,4403
2533-QVMSK,Yes,71,6295
8625-AZYZY,Yes,72,4734
9306-CPCBC,Yes,94,3207
2656-TABEH,Yes,82,2650
2325-ZUSFD,Yes,81,4669
3932-CMDTD,Yes,66,4663
3594-UVONA,Yes,91,3833
0004-TLHLJ,Yes,71,4479
5089-IFSDP,Yes,89,6424
4817-VYYWS,Yes,90,3598
1396-QWFBJ,Yes,91,5630
5299-SJCZT,Yes,73,4480
2898-LSJGD,Yes,74,5531
7359-PTSXY,Yes,90,3531
4503-BDXBD,Yes,76,4251
6086-ESGRL,Yes,72,3947
3886-CERTZ,Yes,90,4261
5759-RCVCB,Yes,91,5450
6372-RFVNS,Yes,87,5075
8938-UMKPI,Yes,91,4804
0991-BRRFB,Yes,75,4028
6319-IEJWJ,Yes,85,2058
9025-AOMKI,Yes,71,5617
5275-SQEIZ,Yes,77,3096
7716-YTYHG,Yes,93,3365
4390-KYULV,Yes,90,4115
8945-GRKHX,Yes,81,2728
6959-UWKHF,Yes,87,4895
3815-SLMEF,Yes,88,2802
5154-VEKBL,Yes,95,3032
4587-VVTOX,Yes,90,4163
4652-NNHNY,Yes,77,3226
8515-OCTJS,Yes,94,4931
5261-QSHQM,Yes,70,4909
8868-WOZGU,Yes,72,2464
1334-FJSVR,Yes,85,2846
7625-XCQRH,Yes,76,2291
1731-TVIUK,Yes,73,4554
0618-XWMSS,Yes,91,5392
2565-JSLRY,Yes,67,3162
6689-KXGBO,Yes,87,3420
6615-NGGZJ,Yes,72,5224
4255-DDUOU,Yes,76,2398
2984-MIIZL,Yes,71,5882
5590-YRFJT,Yes,94,3298
3677-TNKIO,Yes,95,3228
3329-WDIOK,Yes,83,4800
2873-ZLIWT,Yes,91,5764
3415-TAILE,Yes,96,4265
1915-IOFGU,Yes,90,4123
3045-XETSH,Yes,90,3074
7239-HZZCX,Yes,91,4851
7683-CBDKJ,Yes,90,2881
0628-CNQRM,Yes,76,3378
7665-TOALD,Yes,79,2412
0112-QWPNC,Yes,73,6452
2777-PHDEI,Yes,91,3458
1196-AMORA,Yes,87,2679
4282-YMKNA,Yes,82,5003
5356-RHIPP,Yes,81,5355
0746-JTRFU,Yes,77,4810
4628-CTTLA,Yes,66,4917
2876-VBBBL,Yes,85,2783
6834-NXDCA,Yes,82,2967
5597-GLBUC,Yes,95,4931
2748-MYRVK,Yes,71,4776
4822-YCXMX,Yes,70,4203
9821-POOTN,Yes,94,4639
6559-ILWKJ,Yes,95,4879
4229-CZMLL,Yes,87,4160
3663-MITLP,Yes,85,3968
9025-ZRPVR,Yes,78,5403
3285-UCQVC,Yes,82,4429
3737-GCSPV,Yes,92,3101
4088-YLDSU,Yes,86,4369
5797-APWZC,Yes,92,2540
3683-QKIUE,Yes,88,4713
4228-ZGYUW,Yes,91,3212
3519-ZKXGG,Yes,79,4062
6416-TVAIH,Yes,89,5753
5108-ADXWO,Yes,75,4509
3066-RRJIO,Yes,65,5341
6715-OFDBP,Yes,84,4944
1567-DSCIC,Yes,71,2632
2150-UWTFY,Yes,87,4626
2683-BPJSO,Yes,91,2651
2157-MXBJS,Yes,89,4800
1087-UDSIH,Yes,81,5000
5445-PZWGX,Yes,87,5090
9170-CCKOU,Yes,91,2026
1043-YCUTE,Yes,79,6484
3814-MLAXC,Yes,67,2554
1226-UDFZR,Yes,78,3599
5442-UTCVD,Yes,91,2704
7734-DBOAI,Yes,93,5434
2114-MGINA,Yes,81,4107
4489-SNOJF,Yes,83,5898
2187-LZGPL,Yes,68,4414
9019-QVLZD,Yes,81,5082
3707-LRWZD,Yes,68,3553
1455-ESIQH,Yes,79,2905
2979-SXESE,Yes,66,4103
4013-TLDHQ,Yes,72,3666
6121-VZNQB,Yes,84,5890
6996-KNSML,Yes,73,5919
2592-SEIFQ,Yes,69,3503
8642-GVWRF,Yes,65,3039
3400-ESFUW,Yes,69,5463
2057-ZBLPD,Yes,72,2036
5502-RLUYV,Yes,86,4283
9039-RBEEE,Yes,80,3080
8417-FMLZI,Yes,91,4242
0515-YPMCW,Yes,90,3525
0378-XSZPU,Yes,88,4026
4729-XKASR,Yes,96,3001
5449-FIBXJ,Yes,67,2349
9837-BMCLM,Yes,71,3567
0137-UDEUO,Yes,95,3398
4925-LMHOK,Yes,90,2003
1455-UGQVH,Yes,91,4501
8280-MQRQN,Yes,69,2806
2037-SGXHH,Yes,71,3498
3178-FESZO,Yes,91,5797
6087-MVHJH,Yes,88,5186
4603-JANFB,Yes,90,4548
3018-TFTSU,Yes,76,2850
4806-KEXQR,Yes,77,4669
7083-YNSKY,Yes,86,2853
7434-SHXLS,Yes,82,5421
7908-QCBCA,Yes,65,2404
6711-FLDFB,Yes,68,5159
4702-IOQDC,Yes,91,2007
6178-KFNHS,Yes,91,3545
1264-BYWMS,Yes,82,4089
9658-WYUFB,Yes,66,2825
2013-SGDXK,Yes,78,2172
3506-LCJDC,Yes,76,4860
3934-HXCFZ,Yes,76,5338
7666-WKRON,Yes,85,2224
4910-AQFFX,Yes,93,4533
2154-KVJFF,Yes,65,2813
9647-ERGBE,Yes,91,4664
3428-XZMAZ,Yes,91,5796
0378-TOVMS,Yes,89,5641
4355-HBJHH,Yes,77,6289
0318-QUUOB,Yes,91,4273
5520-FVEWJ,Yes,84,4154
5572-ZDXHY,Yes,85,5313
3750-CKVKH,Yes,71,2299
4547-KQRTM,Yes,76,3740
4877-EVATK,Yes,83,3657
7639-SUPCW,Yes,91,2270
4658-HCOHW,Yes,91,3123
3440-JPSCL,Yes,87,3722
2889-FPWRM,Yes,91,4432
4290-BSXUX,Yes,87,5036
0325-XBFAC,Yes,94,5811
2462-XIIJB,Yes,73,2810
4760-XOHVN,Yes,84,2865
7817-BOQPW,Yes,77,4320
1853-UDXBW,Yes,85,2485
5458-CQJTA,Yes,89,5207
5219-YIPTK,Yes,71,3185
3540-RZJYU,Yes,90,5829
2091-MJTFX,Yes,79,4568
0883-EIBTI,Yes,82,2484
7571-YXDAD,Yes,93,2078
3393-FMZPV,Yes,74,2195
7486-KSRVI,Yes,93,4760
8443-WVPSS,Yes,69,4243
3006-XIMLN,Yes,79,5299
6305-YLBMM,Yes,91,4254
3647-GMGDH,Yes,72,5615
6595-COKXZ,Yes,65,4879
0362-ZBZWJ,Yes,69,2455
4211-MMAZN,Yes,89,2959
4274-OWWYO,Yes,66,5633
1541-ETJZO,Yes,86,2937
4106-HADHQ,Yes,76,2704
2369-UAPKZ,Yes,76,3131
0637-KVDLV,Yes,80,5944
6633-MPWBS,Yes,73,4336
8785-EPNCG,Yes,65,5671
5729-KLZAR,Yes,73,2961
1582-RAFML,Yes,88,5654
8740-CRYFY,Yes,75,2038
2962-XPMCQ,Yes,81,2699
1678-FYZOW,Yes,90,2448
8627-EHGIP,Yes,91,3051
5480-TBGPH,Yes,69,4811
8854-CCVSQ,Yes,95,3788
0511-JTEOY,Yes,91,5824
6532-YLWSI,Yes,78,4166
5175-AOBHI,Yes,90,5246
5174-RNGBH,Yes,67,5515
7270-BDIOA,Yes,95,4739
9565-JSNFM,Yes,82,5437
0607-DAAHE,Yes,66,6265
9732-KPKBW,Yes,90,2771
9560-ARGQJ,Yes,83,2335
5134-IKDAY,Yes,96,2123
5380-AFSSK,Yes,92,5435
8714-EUHJO,Yes,83,5219
3721-CNEYS,Yes,94,5390
2568-OIADY,Yes,92,4233
1193-RTSLK,Yes,82,2157
5923-GXUOC,Yes,84,5035
4432-ADRLB,Yes,91,4655
8993-PHFWD,Yes,76,2088
1565-RHDJD,Yes,95,5552
3765-JXVKY,Yes,75,4692
7330-WZLNC,Yes,73,5090
6635-MYYYZ,Yes,73,2313
5378-IKEEG,Yes,70,3351
6413-XKKPU,Yes,96,2544
1449-XQEMT,Yes,79,4323
2626-URJFX,Yes,69,5691
2612-RRIDN,Yes,88,3591
4735-ASGMA,Yes,91,4997
3669-LVWZB,Yes,86,4630
6892-EZDTG,Yes,90,2140
9725-SCPZG,Yes,80,5086
5884-GCYMI,Yes,91,2847
7853-GVUDZ,Yes,70,4277
3943-KDREE,Yes,76,2934
9239-ZBZZV,Yes,80,2240
4398-HSCJH,Yes,70,3155
4430-UZIPO,Yes,91,5825
4855-SNKMY,Yes,70,5955
8008-HAWED,Yes,82,4883
1502-XFCVR,Yes,82,5902
9692-TUSXH,Yes,90,5581
7912-SYRQT,Yes,96,5514
8292-TYSPY,Yes,73,4539
1867-BDVFH,Yes,80,5075
2359-QWQUL,Yes,68,2371
9103-TCIHJ,Yes,73,4519
4140-WJAWW,Yes,91,3799
6653-CBBOM,Yes,88,5963
6101-IMRMM,Yes,91,3469
8943-URTMR,Yes,91,5082
2955-PSXOE,Yes,91,3061
7762-URZQH,Yes,83,5602
6907-NZZIJ,Yes,75,4188
2911-UREFD,Yes,67,5632
3744-ZRRDZ,Yes,90,2902
5673-TIYIB,Yes,86,3620
1602-IJQQE,Yes,92,2220
4628-WQCQQ,Yes,81,5928
1644-IRKSF,Yes,76,5080
3705-PSNGL,Yes,87,5398
2606-RMDHZ,Yes,93,4667
6861-OKBCE,Yes,95,4500
9940-RHLFB,Yes,66,2176
1383-EZRWL,Yes,89,5595
4759-TRPLW,Yes,70,4238
8563-IIOXK,Yes,75,5651
2982-VPSGI,Yes,67,2120
8199-ZLLSA,Yes,91,6255
4625-EWPTF,Yes,94,4549
5980-NOPLP,Yes,87,5606
9874-QLCLH,Yes,79,2365
6000-APYLU,Yes,90,3890
0947-IDHRQ,Yes,75,3949
9048-JVYVF,Yes,91,3520
1902-XBTFB,Yes,91,5438
2794-XIMMO,Yes,91,5650
8382-SHQEH,Yes,85,2656
2983-ZANRP,Yes,90,5799
7845-URHJN,Yes,91,4785
3034-ZBEQN,Yes,90,5995
0302-JOIVN,Yes,76,2750
5366-IJEQJ,Yes,86,4115
1981-INRFU,Yes,91,5172
4971-PUYQO,Yes,89,4464
1527-SXDPN,Yes,90,4751
8634-CILSZ,Yes,71,6350
6682-QJDGB,Yes,65,2810
8780-IXSTS,Yes,71,5656
9530-EHPOH,Yes,91,3407
0345-HKJVM,Yes,91,5800
3049-SOLAY,Yes,86,4176
3235-ETOOB,Yes,88,3683
8058-INTPH,Yes,71,2119
8821-XNHVZ,Yes,82,2943
2082-OJVTK,Yes,91,5292
5940-NFXKV,Yes,88,3427
8053-WWDRO,Yes,67,5579
9564-KCLHR,Yes,94,2180
2082-CEFLT,Yes,88,3037
1213-NGCUN,Yes,88,4248
5688-KZTSN,Yes,73,4672
2894-QOJRX,Yes,93,5024
3143-JQEGI,Yes,81,3740
6386-SZZKH,Yes,92,5785
3521-SYVOR,Yes,80,5554
9526-JAWYF,Yes,71,3452
5649-VUKMC,Yes,88,3538
4919-IKATY,Yes,91,5141
9050-QLROH,Yes,89,2931
0877-SDMBN,Yes,91,6117
8065-YKXKD,Yes,69,5578
9637-EIHEQ,Yes,68,4535
9689-PTNPG,Yes,80,5055
9465-RWMXL,Yes,90,5949
2362-IBOOY,Yes,76,5272
0843-WTBXE,Yes,90,4753
5515-IDEJJ,Yes,67,5441
5376-DEQCP,Yes,85,4063
9095-HFAFX,Yes,96,3718
2379-ENZGV,Yes,72,3420
2722-VOJQL,Yes,91,4870
5228-EXCET,Yes,85,5964
7394-FKDNK,Yes,91,4971
6331-LWDTQ,Yes,91,2457
1597-FZREH,Yes,91,3005
0727-IWKVK,Yes,91,4748
3512-IZIKN,Yes,85,5591
6141-OOXUQ,Yes,69,5717
7503-ZGUZJ,Yes,79,4261
8718-PTMEZ,Yes,90,5131
2207-OBZNX,Yes,90,3736
6142-VSJQO,Yes,90,4599
6437-UKHMV,Yes,91,3109
1114-CENIM,Yes,84,5282
6289-CPNLD,Yes,73,5374
5536-SLHPM,Yes,79,4398
8837-VVWLQ,Yes,81,4437
2696-NARTR,Yes,66,3634
7614-QVWQL,Yes,67,5375
1809-DMJHQ,Yes,85,4846
6923-EFPNL,Yes,83,3865
9574-RKJIF,Yes,71,2792
2619-WFQWU,Yes,96,3208
0778-NELLA,Yes,95,5352
4614-NUVZD,Yes,85,2075
3803-KMQFW,Yes,78,3797
6804-GDMOI,Yes,68,4183
9572-MTILT,Yes,81,4508
9611-CTWIH,Yes,84,3591
0329-GTIAJ,Yes,86,4330
6629-CZTTH,Yes,79,4629
5364-EVNIB,Yes,75,5067
5087-SUURX,Yes,66,2601
4929-BSTRX,Yes,79,2326
2225-ZRGSG,Yes,95,6173
5271-YNWVR,Yes,90,4610
6330-JKLPC,Yes,75,5119
4667-OHGKG,Yes,91,4266
1660-HSOOQ,Yes,90,5338
7253-UVNDW,Yes,83,2793
7228-OMTPN,Yes,91,2456
2344-JMOGN,Yes,72,3016
3799-ISUZQ,Yes,90,3296
1794-HBQTJ,Yes,83,4207
4818-DRBQT,Yes,83,5189
1320-HTRDR,Yes,79,5948
1493-AMTIE,Yes,87,5394
6424-ELEYH,Yes,65,3972
4391-RESHN,Yes,93,5963
6821-BUXUX,Yes,65,2110
9801-GDWGV,Yes,83,4811
2320-JRSDE,Yes,73,4633
0601-WZHJF,Yes,76,5360
5143-WMWOG,Yes,83,2051
5393-RXQSZ,Yes,91,2199
0231-LXVAP,Yes,66,3389
9444-JTXHZ,Yes,83,5973
5510-BOIUJ,Yes,80,5437
4471-KXAUH,Yes,91,2514
7638-QVMVY,Yes,92,3735
3244-DCJWY,Yes,89,4133
7812-FZHPE,Yes,86,4648
4797-AXPXK,Yes,93,4531
5229-PRWKT,Yes,80,4193
5057-LCOUI,Yes,94,4119
0156-FVPTA,Yes,87,5102
1984-FCOWB,Yes,91,4191
0654-HMSHN,Yes,77,3796
5196-SGOAK,Yes,93,4884
6108-OQZDQ,Yes,72,2570
0363-QJVFX,Yes,69,2541
9840-DVNDC,Yes,96,2181
8042-JVNFH,Yes,92,5730
3374-LXDEV,Yes,75,2226
5049-GLYVG,Yes,90,3618
5883-GTGVD,Yes,76,3670
4817-QRJSX,Yes,95,2946
9985-MWVIX,Yes,90,5773
2237-ZFSMY,Yes,73,2767
6711-VTNRE,Yes,92,2558
4548-SDBKE,Yes,87,4109
8066-POXGX,Yes,79,3104
4143-OOBWZ,Yes,91,3819
7854-EKTJL,Yes,66,2843
9102-IAYHT,Yes,94,3670
3422-LYEPQ,Yes,89,4207
4361-JEIVL,Yes,82,4067
9507-EXLTT,Yes,77,3492
9846-GKXAS,Yes,70,2578
6017-PPLPX,Yes,87,4773
4581-SSPWD,Yes,93,5475
0378-NHQXU,Yes,68,4041
4512-ZUIYL,Yes,81,2928
7969-AULMZ,Yes,89,4321
0568-ONFPC,Yes,83,2102
0733-VUNUW,Yes,90,4126
4550-EVXNY,Yes,77,2418
2968-SSGAA,Yes,77,4001
6777-TGHTM,Yes,90,5550
3538-WZPHD,Yes,76,2734
8610-WFCJF,Yes,69,5732
4905-JEFDW,Yes,81,3119
7881-INRLC,Yes,70,4898
0117-LFRMW,Yes,80,3627
6172-FECYY,Yes,85,4639
4786-UKSNZ,Yes,91,5418
4192-GORJT,Yes,77,4580
7240-ETPTR,Yes,90,4359
2202-CUYXZ,Yes,77,3086
5995-OIGLP,Yes,90,3043
6261-RCVNS,Yes,71,2774
7951-QKZPL,Yes,77,5194
3640-PHQXK,Yes,85,2031
8019-ENHXU,Yes,96,4624
9033-EOXWV,Yes,94,4149
1522-VVDMG,Yes,90,3807
9185-TQCVP,Yes,91,4550
8063-RJYNF,Yes,73,2827
0687-ZVTHB,Yes,68,4415
9661-ACXBS,Yes,89,2317
3727-RJMEO,Yes,78,4458
5685-IIXLY,Yes,93,4565
4250-ZBWLV,Yes,65,4454
5095-AESKG,Yes,76,5646
1871-MOWRM,Yes,87,4306
2027-OAQQC,Yes,92,4044
1555-DJEQW,Yes,73,5947
0519-XUZJU,Yes,93,3963
6338-AVWCY,Yes,75,4710
9445-SZLCH,Yes,86,4544
7568-PODML,Yes,69,4954
5349-IECLD,Yes,87,4493
3945-GFWQL,Yes,89,4162
3797-VTIDR,Yes,90,4517
9526-BIHHD,Yes,74,3383
4523-WXCEF,Yes,87,4160
8364-TRMMK,Yes,76,2876
3063-QFSZL,Yes,70,2294
9249-FXSCK,Yes,90,4861
5493-SDRDQ,Yes,70,4235
0871-URUWO,Yes,66,2003
0870-VEMYL,Yes,74,5435
3982-XWFZQ,Yes,90,4873
4009-ALQFH,Yes,90,5932
3627-FCRDW,Yes,81,2236
7562-GSUHK,Yes,75,5497
4903-UYAVB,Yes,90,3864
6776-TLWOI,Yes,93,2158
4077-CROMM,Yes,68,5000
2868-MZAGQ,Yes,83,5533
4847-QNOKA,Yes,76,2632
6379-RXJRQ,Yes,92,2457
8650-RHRKE,Yes,71,4207
0475-RIJEP,Yes,91,5107
1260-TTRXI,Yes,87,5834
4789-KWMXN,Yes,90,3344
2867-UIMSS,Yes,85,2734
8111-RKSPX,Yes,89,5668
1585-MQSSU,Yes,94,5659
8559-CIZFV,Yes,74,5353
7547-EKNFS,Yes,89,2075
4439-JMPMT,Yes,71,3608
2575-GFSOE,Yes,65,5672
2842-JTCCU,Yes,72,4662
9681-OXGVC,Yes,85,5180
7153-OANIO,Yes,79,5066
6521-YYTYI,Yes,65,2578
8878-HMWBV,Yes,68,5598
3751-KTZEL,Yes,89,3706
0328-GRPMV,Yes,84,3706
4195-SMMNX,Yes,65,5627
6956-SMUCM,Yes,77,5236
3223-WZWJM,Yes,85,5869
9053-JZFKV,Yes,82,4495
2530-ENDWQ,Yes,91,4296
6615-ZGEDR,Yes,90,5707
9250-WYPLL,Yes,79,4600
2754-XBHTB,Yes,96,3847
7055-VKGDA,Yes,87,4406
0754-UKWQP,Yes,66,3790
7493-TPUWZ,Yes,85,4243
1577-HKTFG,Yes,79,2486
8752-STIVR,Yes,69,2085
4558-FANTW,Yes,89,5643
7623-TRNQN,Yes,72,3113
9330-IJWIO,Yes,69,2008
1842-EZJMK,Yes,82,5897
8079-XRJRS,Yes,72,6110
8073-IJDCM,Yes,67,3830
2869-ADAWR,Yes,90,4880
