Customer ID,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Offer,Tenure in Months
1135-HIORI,Yes,Yes,Yes,Fiber Optic,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Offer B,64
0164-APGRB,Yes,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer A,72
6481-ESCNL,Yes,Yes,Yes,Fiber Optic,12,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,None,29
1790-NESIO,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,13
1550-EENBN,Yes,Yes,Yes,Fiber Optic,58,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,31
8198-RKSZG,Yes,Yes,Yes,DSL,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Offer D,14
9297-EONCV,Yes,Yes,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer A,72
1069-QJOEE,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,25
7799-DSEWS,Yes,No,Yes,DSL,48,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Offer D,18
8766-PAFNE,Yes,No,Yes,DSL,27,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer A,71
3130-ICDUP,Yes,Yes,Yes,Fiber Optic,11,Yes,No,No,No,No,No,No,Yes,Month-to-Month,None,2
0820-FNRNX,Yes,Yes,Yes,DSL,53,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Offer D,17
0880-FVFWF,Yes,Yes,Yes,Fiber Optic,13,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Offer B,56
4611-ANLQC,No,No,Yes,Cable,4,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Offer B,60
4213-HKBJO,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,33
2792-LSHWX,Yes,No,Yes,Fiber Optic,9,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,None,1
0014-BMAQU,Yes,Yes,Yes,Fiber Optic,7,Yes,No,No,Yes,No,No,No,No,Two Year,Offer B,63
9018-PCIOK,Yes,No,Yes,Cable,20,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Offer B,55
4837-QUSFT,Yes,Yes,Yes,Fiber Optic,6,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Offer B,65
9953-ZMKSM,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,63
7665-NKLAV,No,No,Yes,Cable,71,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,None,36
4391-LNRXK,Yes,No,Yes,Fiber Optic,18,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Offer D,22
8562-GHPPI,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,1
5893-PYOLZ,Yes,No,Yes,DSL,21,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer B,56
4986-MXSFP,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,2
6131-FOYAS,Yes,Yes,Yes,DSL,16,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,None,35
3027-YNWZU,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,64
5609-IMCGG,Yes,Yes,Yes,Fiber Optic,4,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Offer D,15
4727-MCYZG,Yes,No,Yes,DSL,48,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Offer E,1
9481-WHGWY,Yes,No,Yes,DSL,53,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Offer A,70
4328-VUFWD,Yes,No,Yes,DSL,17,No,No,No,Yes,No,Yes,Yes,Yes,One Year,None,39
3301-LSLWQ,Yes,Yes,Yes,Cable,26,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,None,29
7473-ZBDSN,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer D,14
3166-PNEOF,Yes,Yes,Yes,Cable,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer B,61
5639-NTUPK,Yes,No,Yes,Cable,59,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Offer D,13
8780-YRMTT,No,No,Yes,DSL,29,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,Offer A,66
5140-FOMCQ,Yes,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Offer B,59
6242-SGYTS,Yes,Yes,Yes,Fiber Optic,59,Yes,Yes,No,No,Yes,No,Yes,Yes,One Year,Offer B,62
8414-OOEEL,Yes,No,Yes,DSL,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer A,66
8454-AATJP,Yes,Yes,Yes,Fiber Optic,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer A,72
4531-AUZNK,Yes,Yes,Yes,Fiber Optic,47,Yes,No,No,Yes,Yes,No,Yes,Yes,One Year,Offer B,51
4191-XOVOM,Yes,Yes,Yes,Fiber Optic,73,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Offer B,63
2150-OEGBV,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,27
4878-BUNFV,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,42
1872-EBWSC,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,29
7026-YMSBE,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,30
6997-UVGOX,Yes,No,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer A,71
9674-EHPPG,No,No,Yes,DSL,26,Yes,No,Yes,Yes,No,No,No,No,Two Year,Offer B,46
5440-VHLUL,Yes,Yes,Yes,Fiber Optic,28,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Offer A,69
5781-BKHOP,Yes,Yes,Yes,Fiber Optic,28,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Offer A,72
5213-TWWJU,Yes,No,Yes,Fiber Optic,59,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,None,28
7629-WIXZF,Yes,No,Yes,DSL,17,Yes,No,No,No,No,Yes,Yes,Yes,One Year,None,7
5445-GLVOT,Yes,No,Yes,Cable,11,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Offer D,22
3976-HXHCE,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,72
2466-NEJOJ,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,8
0254-KCJGT,Yes,Yes,Yes,Cable,24,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Offer B,52
5472-CVMDX,No,No,Yes,DSL,58,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,None,68
6461-SZMCV,Yes,Yes,Yes,DSL,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,71
8150-QUDFX,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,2
2346-DJQTB,No,No,Yes,DSL,21,No,No,No,No,No,No,No,No,Month-to-Month,None,35
1697-LYYYX,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,61
1942-OQFRW,Yes,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
9640-ZSLDC,Yes,No,Yes,DSL,59,No,No,Yes,No,No,Yes,Yes,Yes,One Year,None,53
4231-LZUYM,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,72
3594-BDSOA,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,24
5133-VRSAB,No,No,Yes,Cable,8,Yes,No,No,No,No,No,No,No,Month-to-Month,Offer E,8
5996-DAOQL,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,1
6838-YAUVY,Yes,Yes,Yes,Fiber Optic,52,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,None,54
0484-JPBRU,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,41
7883-ROJOC,Yes,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer D,19
0244-LGNFY,Yes,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,72
7274-CGTOD,No,No,Yes,DSL,51,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,None,62
4635-EJYPD,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,32
1866-ZSLJM,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer D,21
4636-TVXVG,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,62
4236-UJPWO,No,No,Yes,DSL,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,2
9392-XBGTD,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,27
6402-SSEJG,No,No,Yes,DSL,9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,None,25
1169-SAOCL,Yes,Yes,Yes,Fiber Optic,25,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,None,49
1110-KYLGQ,Yes,Yes,Yes,Fiber Optic,16,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,None,63
9929-PLVPA,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,4
3518-PZXZQ,Yes,No,Yes,DSL,82,No,No,No,No,Yes,No,No,Yes,Month-to-Month,None,1
2371-JUNGC,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer D,11
5074-FBGHB,Yes,Yes,Yes,Fiber Optic,23,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,None,64
2351-BKRZW,Yes,No,Yes,Cable,59,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,None,43
4455-BFSPD,Yes,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,None,61
3948-KXDUF,Yes,Yes,Yes,Cable,10,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,None,66
2323-ARSVR,Yes,No,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,67
0815-MFZGM,Yes,No,Yes,Fiber Optic,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,42
5480-XTFFL,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer C,31
8295-FHIVV,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,7
9086-YJYXS,Yes,Yes,Yes,Cable,52,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Offer C,34
1179-INLAT,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,3
7909-FIOIY,No,No,Yes,Cable,85,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer D,19
6351-SCJKT,No,No,Yes,Cable,25,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,None,3
5468-BPMMO,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,46
0197-PNKNK,Yes,Yes,Yes,Fiber Optic,16,Yes,No,Yes,No,No,No,No,No,One Year,None,69
2439-QKJUL,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,5
1194-SPVSP,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,1
9534-NSXEM,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Offer C,26
8929-KSWIH,Yes,No,Yes,Fiber Optic,51,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer C,25
2250-IVBWA,Yes,No,Yes,Fiber Optic,12,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,None,64
1810-MVMAI,Yes,Yes,Yes,Cable,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Offer C,30
9506-UXUSK,Yes,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,No,Month-to-Month,Offer D,13
1229-RCALF,Yes,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,None,64
3572-UOLYZ,Yes,Yes,Yes,Fiber Optic,59,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,None,46
1429-UYJSV,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Offer D,12
6366-XIVKZ,Yes,No,Yes,Cable,25,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,None,13
3470-OBUET,Yes,Yes,Yes,Cable,16,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,None,67
2770-NSVDG,No,No,Yes,DSL,51,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Offer C,24
9375-MHRRS,Yes,No,Yes,DSL,13,No,No,No,Yes,No,No,No,No,Month-to-Month,Offer E,6
4860-YZGZM,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,10
6599-GZWCM,Yes,No,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,One Year,None,13
7037-MTYVW,Yes,Yes,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer C,38
4760-THGOT,Yes,Yes,Yes,Fiber Optic,11,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,None,43
4016-BJKTZ,Yes,Yes,Yes,Fiber Optic,51,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer C,25
6584-VQMYT,Yes,No,Yes,DSL,59,Yes,Yes,No,No,No,No,No,No,One Year,Offer C,27
9838-BFCQT,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,72
2790-XUYMV,Yes,Yes,Yes,Fiber Optic,30,Yes,Yes,No,No,No,No,No,Yes,One Year,None,71
0581-MDMPW,Yes,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Offer C,24
1023-BQXZE,Yes,No,Yes,DSL,42,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,None,57
9163-GHAYE,Yes,No,Yes,Cable,23,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,15
3904-UKFRE,Yes,Yes,Yes,Fiber Optic,82,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,4
5353-WILCI,Yes,No,Yes,Cable,15,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Offer C,28
0058-EVZWM,Yes,Yes,Yes,Fiber Optic,9,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Offer B,55
7009-PCARS,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Offer B,55
0519-DRGTI,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,20
1017-FBQMM,Yes,Yes,Yes,Fiber Optic,23,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Offer B,62
1985-MBRYP,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,43
9372-TXXPS,Yes,No,Yes,Cable,21,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Offer B,60
3259-QMXUN,Yes,Yes,Yes,DSL,2,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Offer B,58
1015-JPFYW,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,7
6645-MXQJT,Yes,No,Yes,Fiber Optic,24,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer E,2
5804-JMYIO,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer C,39
6484-LATFU,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,68
7599-NTMDP,No,No,Yes,Cable,26,Yes,Yes,No,Yes,Yes,No,No,No,Two Year,Offer B,62
0536-ACXIP,Yes,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,None,72
0936-NQLJU,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,41
1575-KRZZE,Yes,No,Yes,Cable,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Offer E,4
3251-YMVWZ,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Offer B,53
4884-LEVMQ,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer C,39
8857-CUPFQ,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,63
7610-TVOPG,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,15
3638-DIMPH,Yes,No,Yes,DSL,2,No,No,No,No,No,No,No,Yes,One Year,None,13
1845-ZLLIG,Yes,No,Yes,DSL,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
8559-WNQZS,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer E,1
1699-UOTXU,Yes,No,Yes,DSL,26,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Offer B,60
0635-WKOLD,Yes,Yes,Yes,DSL,22,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Offer B,40
5993-JSUWV,Yes,No,Yes,DSL,30,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,None,66
4518-FZBSX,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Offer B,42
6988-CJEYV,Yes,Yes,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer B,49
3097-FQTVJ,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,41
5465-BUBFA,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,41
7299-GNVPL,Yes,No,Yes,Fiber Optic,82,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,None,23
9743-DQKQW,No,No,Yes,DSL,69,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,3
1215-VFYVK,No,No,Yes,Cable,30,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Offer E,4
9371-BITHB,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,52
9093-FPDLG,Yes,No,Yes,Fiber Optic,4,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,None,11
0541-FITGH,Yes,No,Yes,Cable,24,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Offer E,2
6985-HAYWX,Yes,Yes,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,26
7508-KBIMB,Yes,No,Yes,Cable,53,Yes,No,Yes,No,No,No,No,Yes,One Year,None,24
6838-HVLXG,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,12
1897-OKVMW,Yes,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,64
5485-ITNPC,Yes,No,Yes,DSL,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,66
0233-FTHAV,Yes,Yes,Yes,Fiber Optic,48,No,No,Yes,No,No,No,No,Yes,One Year,None,60
4644-PIZRT,Yes,Yes,Yes,DSL,76,Yes,No,Yes,No,Yes,No,No,Yes,One Year,None,17
8922-NPKBJ,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,42
2740-TVLFN,Yes,Yes,Yes,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
7771-CFQRQ,Yes,No,Yes,DSL,57,No,Yes,No,Yes,No,Yes,Yes,No,Two Year,None,47
9512-PHSMG,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,10
4146-SVFUD,Yes,No,Yes,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
1564-HJUVY,Yes,No,Yes,DSL,11,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,None,4
3617-XLSGQ,Yes,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,None,66
7517-LDMPS,Yes,No,Yes,Fiber Optic,25,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,None,12
7244-KXYZN,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,24
5226-NOZFC,Yes,No,Yes,Fiber Optic,13,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,None,26
1400-WIVLL,Yes,Yes,Yes,Fiber Optic,29,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,57
8148-NLEGT,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,42
8347-GDTMP,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,64
6746-WAUWT,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,19
0428-IKYCP,Yes,No,Yes,Fiber Optic,18,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,None,22
2187-PKZAY,Yes,No,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,None,12
4003-OCTMP,Yes,No,Yes,Cable,15,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,None,31
6652-YFFJO,Yes,No,Yes,Cable,17,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer D,11
7225-IILWY,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,68
3170-GWYKC,Yes,No,Yes,Fiber Optic,48,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,None,60
9830-ECLEN,No,No,Yes,Cable,52,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,None,58
2668-TZSPS,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,1
7446-SFAOA,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,37
9522-ZSINC,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Offer D,13
8234-GSZYK,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,43
6505-OZNPG,No,No,Yes,Cable,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,None,6
6164-HAQTX,No,No,Yes,DSL,20,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,None,71
7765-LWVVH,Yes,Yes,Yes,Fiber Optic,19,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,None,72
0953-LGOVU,No,No,Yes,DSL,73,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Offer D,12
4692-NNQRU,Yes,No,Yes,Fiber Optic,20,No,No,Yes,Yes,No,No,No,Yes,One Year,Offer D,21
7742-MYPGI,Yes,No,Yes,DSL,10,No,No,No,Yes,No,No,No,Yes,Month-to-Month,None,6
9619-GSATL,Yes,No,Yes,DSL,19,No,Yes,No,Yes,No,No,No,No,One Year,None,43
5622-UEJFI,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,35
6203-HBZPA,No,No,Yes,DSL,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,52
0484-FFVBJ,Yes,No,Yes,DSL,12,No,No,No,No,Yes,Yes,Yes,Yes,One Year,None,32
0301-FIDRB,No,No,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,72
4139-JPIAM,No,No,Yes,DSL,2,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,None,51
2181-TIDSV,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer A,68
1936-CZAKF,No,No,Yes,Cable,27,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,None,49
9453-PATOS,Yes,No,Yes,Cable,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer A,72
4402-FTBXC,Yes,No,Yes,Fiber Optic,24,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,None,54
2931-XIQBR,Yes,No,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,None,50
0106-UGRDO,Yes,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer A,69
5542-TBBWB,Yes,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,No,Month-to-Month,None,1
1930-QPBVZ,Yes,No,Yes,Fiber Optic,18,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Offer A,68
2606-PKWJB,No,No,Yes,Cable,57,Yes,Yes,No,Yes,No,No,No,Yes,One Year,None,40
5322-ZSMZY,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,31
5220-AGAAX,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer A,68
0208-BPQEJ,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer D,12
9435-JMLSX,Yes,No,Yes,Cable,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer A,71
3352-ALMCK,Yes,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,None,40
5312-IRCFR,Yes,Yes,Yes,Fiber Optic,69,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,None,64
5294-IMHHT,Yes,Yes,Yes,Fiber Optic,17,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,None,53
6176-YJWAS,Yes,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Offer A,72
5310-NOOVA,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,46
4526-EXKKN,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,40
5311-IHLEI,No,No,Yes,DSL,9,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Offer D,12
3987-KQDDU,Yes,No,Yes,Fiber Optic,6,Yes,No,No,No,No,No,No,Yes,Month-to-Month,None,9
3404-JNXAX,Yes,Yes,Yes,Fiber Optic,27,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Offer B,51
5131-PONJI,Yes,No,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Offer B,49
3489-VSFRD,Yes,No,Yes,DSL,22,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Offer B,56
3345-JHUEO,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,4
5815-HGGHV,Yes,No,Yes,DSL,18,Yes,No,No,Yes,No,Yes,Yes,No,One Year,Offer D,20
5260-UMPWX,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,26
5649-RXQTV,Yes,No,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer B,51
2674-MIAHT,Yes,Yes,Yes,Fiber Optic,51,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,4
2576-HXMPA,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,1
7587-AOVVU,Yes,Yes,Yes,Fiber Optic,15,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,None,27
6898-MDLZW,Yes,No,Yes,DSL,3,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Offer D,12
