Customer ID,Monthly Charge,Total Charges,Total Revenue,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Payment Method,Paperless Billing
2967-MXRAV,18.8,18.8,62.37,0.0,0,43.57,Mailed Check,No
8189-HBVRW,90.8,4921.2,5114.23,0.0,60,133.03,Bank Withdrawal,No
4163-KIUHY,25.6,901.25,2295.65,0.0,0,1394.4,Bank Withdrawal,Yes
3500-NSDOA,70.8,4859.95,5616.11,0.0,0,756.16,Credit Card,No
1171-TYKUR,25.4,1139.2,1612.49,0.0,0,473.29,Bank Withdrawal,No
1219-NNDDO,76.85,663.55,1045.24,0.0,0,381.69,Bank Withdrawal,Yes
8388-DMKAE,20.25,174.65,301.53,0.0,0,126.88,Mailed Check,No
4403-BWPAY,24.8,321.7,790.7,0.0,0,469.0,Credit Card,Yes
9659-QEQSY,115.65,5125.5,6643.35,0.0,0,1517.85,Bank Withdrawal,Yes
5405-ZMYXQ,74.6,548.9,559.14,0.0,0,10.24,Credit Card,Yes
1442-OKRJE,103.15,7031.3,9635.0,0.0,0,2603.7,Bank Withdrawal,Yes
4737-AQCPU,72.1,5016.65,8080.25,0.0,0,3063.6,Credit Card,No
2808-CHTDM,25.1,611.45,1436.23,0.0,0,824.78,Mailed Check,No
0793-TWELN,80.15,319.85,345.85,0.0,0,26.0,Bank Withdrawal,Yes
3283-WCWXT,25.4,153.3,343.68,0.0,0,190.38,Mailed Check,No
5451-MHQOF,24.45,1431.65,3275.73,0.0,0,1844.08,Mailed Check,Yes
4836-WNFNO,25.0,1849.2,4727.76,0.0,0,2878.56,Credit Card,No
9225-BZLNZ,85.25,6083.1,7276.86,0.0,0,1193.76,Bank Withdrawal,Yes
0354-VXMJC,19.6,426.65,1209.57,0.0,0,782.92,Credit Card,No
4422-QVIJA,50.15,1655.35,3144.05,0.0,130,1358.7,Mailed Check,No
8332-OSJDW,26.4,314.95,856.75,0.0,0,541.8,Mailed Check,No
4735-BJKOU,20.15,804.85,1139.25,0.0,0,334.4,Mailed Check,No
0274-JKUJR,58.85,465.7,465.7,0.0,0,0.0,Credit Card,No
5740-YHGTW,97.55,6669.05,8935.65,0.0,0,2266.6,Credit Card,Yes
8917-SZTTJ,19.65,1161.75,2480.55,0.0,0,1318.8,Credit Card,No
1696-MZVAU,25.25,947.75,947.75,0.0,0,0.0,Credit Card,Yes
7359-WWYJV,114.45,8375.05,8827.93,0.0,0,452.88,Credit Card,No
4906-ZHGPK,70.7,3770.0,6386.3,0.0,0,2616.3,Bank Withdrawal,Yes
3795-GWTRD,75.55,4707.85,5106.64,0.0,0,398.79,Credit Card,No
1298-PHBTI,84.8,6152.4,8542.97,0.0,0,2390.57,Bank Withdrawal,Yes
6223-DHJGV,20.65,958.1,1934.6,0.0,0,976.5,Credit Card,Yes
6961-MJKBO,20.45,943.0,1253.67,0.0,0,310.67,Bank Withdrawal,No
8158-WPEZG,35.65,425.1,425.1,0.0,0,0.0,Bank Withdrawal,Yes
0727-BNRLG,97.65,6743.55,10148.7,0.0,0,3405.15,Credit Card,Yes
6435-SRWBJ,82.75,417.75,566.45,0.0,0,148.7,Bank Withdrawal,Yes
9964-WBQDJ,24.4,1725.4,3480.52,0.0,0,1755.12,Credit Card,Yes
6303-KFWSL,55.25,1620.2,2761.35,0.0,0,1141.15,Bank Withdrawal,Yes
1702-CCFNJ,61.35,3169.55,5491.35,0.0,0,2321.8,Bank Withdrawal,No
8932-CZHRQ,76.75,5233.25,6612.97,0.0,0,1379.72,Credit Card,No
0386-CWRGM,19.4,967.85,3152.85,0.0,0,2185.0,Credit Card,No
5515-RUGKN,54.75,438.05,682.29,0.0,0,244.24,Credit Card,Yes
0404-AHASP,19.7,1421.9,3435.74,0.0,0,2013.84,Credit Card,No
7279-NMVJC,19.9,323.15,758.69,0.0,0,435.54,Bank Withdrawal,No
2081-VEYEH,107.95,318.6,356.58,0.0,0,37.98,Bank Withdrawal,Yes
9060-HJJRW,56.4,2928.5,2928.5,0.0,0,0.0,Credit Card,Yes
2587-YNLES,20.1,100.35,250.65,0.0,0,150.3,Credit Card,No
7398-SKNQZ,94.9,273.2,282.11,0.0,0,8.91,Bank Withdrawal,No
1958-RNRKS,49.9,1441.95,1708.75,0.0,100,166.8,Bank Withdrawal,No
5136-RGMZO,71.05,2168.15,2366.55,0.0,0,198.4,Bank Withdrawal,Yes
8345-MVDYC,81.65,3618.7,5301.25,0.0,0,1682.55,Bank Withdrawal,No
8226-BXGES,89.45,5692.65,6575.85,0.0,0,883.2,Bank Withdrawal,No
1015-OWJKI,19.05,19.05,24.07,0.0,0,5.02,Credit Card,No
2040-XBAVJ,114.45,8100.55,9896.95,0.0,0,1796.4,Bank Withdrawal,No
8887-IPQNC,44.25,313.45,533.46,0.0,0,220.01,Credit Card,Yes
8646-JCOMS,90.55,6130.95,6904.47,0.0,0,773.52,Bank Withdrawal,Yes
1222-KJNZD,20.4,745.3,820.9,0.0,0,75.6,Bank Withdrawal,Yes
0106-GHRQR,71.4,1212.1,1623.46,0.0,0,411.36,Bank Withdrawal,Yes
3768-VHXQO,24.85,1583.5,1803.26,0.0,0,219.76,Credit Card,No
8952-WCVCD,104.45,4162.05,4565.9,0.0,0,403.85,Bank Withdrawal,Yes
2418-TPEUN,19.8,1119.9,3839.26,0.0,0,2719.36,Credit Card,Yes
3963-RYFNS,116.45,8013.55,11596.99,0.0,90,3493.44,Bank Withdrawal,Yes
8540-ZQGEA,20.05,1102.4,2869.28,0.0,0,1766.88,Credit Card,No
4137-JOPHL,89.7,4304.5,5794.5,0.0,0,1490.0,Bank Withdrawal,Yes
7801-CEDNV,48.7,1421.75,1665.02,0.0,0,243.27,Credit Card,No
3658-QQJYD,74.3,4698.05,7074.51,0.0,0,2376.46,Credit Card,Yes
1803-BGNBD,54.3,654.5,1236.06,0.0,130,451.56,Bank Withdrawal,Yes
6950-TWMYB,79.95,4362.05,6883.85,0.0,0,2521.8,Bank Withdrawal,Yes
5848-FHRFC,20.05,1386.9,1579.34,0.0,0,192.44,Bank Withdrawal,No
2243-FNMMI,19.4,415.4,1035.8,0.0,0,620.4,Credit Card,No
2511-MORQY,54.9,2614.1,3130.6,0.0,0,516.5,Bank Withdrawal,No
5356-KZCKT,24.45,1513.6,1651.64,0.0,0,138.04,Credit Card,Yes
9470-XCCEM,89.65,3161.6,4884.4,0.0,40,1682.8,Bank Withdrawal,Yes
6519-CFDBX,45.4,80.95,102.57,0.0,0,21.62,Bank Withdrawal,Yes
3902-MIVLE,75.7,4676.7,5442.15,0.0,0,765.45,Credit Card,No
0409-WTMPL,110.65,6526.65,8727.75,0.0,0,2201.1,Credit Card,Yes
8763-KIAFH,20.55,583.3,1149.22,0.0,0,565.92,Credit Card,Yes
3669-WHAFY,115.15,8078.1,8748.34,0.0,0,670.24,Credit Card,Yes
3055-VTCGS,58.55,3503.5,5228.44,0.0,0,1724.94,Credit Card,No
3144-KMTWZ,93.25,6669.45,8645.21,0.0,90,1885.76,Bank Withdrawal,Yes
2007-QVGAW,19.35,1292.65,4462.13,0.0,0,3169.48,Bank Withdrawal,Yes
5207-PLSTK,48.75,48.75,75.01,0.0,0,26.26,Credit Card,Yes
2155-AMQRX,54.9,1505.15,1596.15,0.0,0,91.0,Credit Card,Yes
6181-AXXYF,24.75,1859.1,5292.78,0.0,0,3433.68,Credit Card,No
5091-HFAZW,91.15,168.5,272.06,0.0,10,93.56,Bank Withdrawal,Yes
1568-LJSZU,92.2,6392.85,9002.69,0.0,0,2609.84,Credit Card,Yes
7416-CKTEP,19.6,1134.25,2461.21,0.0,0,1326.96,Bank Withdrawal,Yes
2586-CWXVV,30.4,1621.35,1621.35,0.0,0,0.0,Bank Withdrawal,No
2348-KCJLT,61.5,2722.2,4846.48,0.0,150,1974.28,Credit Card,Yes
8401-EMUWF,69.4,3058.3,3758.44,0.0,0,700.14,Bank Withdrawal,Yes
4193-IBKSW,24.75,1769.6,4313.36,0.0,0,2543.76,Bank Withdrawal,No
5377-NDTOU,91.05,6293.75,6968.25,0.0,0,674.5,Credit Card,No
2474-LCNUE,73.65,1642.75,1976.94,0.0,0,334.19,Credit Card,Yes
0839-QNXME,19.4,578.5,856.6,0.0,0,278.1,Credit Card,No
3506-OVLKD,26.2,954.9,2674.45,0.0,0,1719.55,Bank Withdrawal,No
6650-VJONK,43.85,43.85,69.75,0.0,10,15.9,Bank Withdrawal,Yes
2178-PMGCJ,69.7,1490.4,1837.34,0.0,0,346.94,Credit Card,Yes
7492-TAFJD,38.55,280.0,280.0,0.0,0,0.0,Credit Card,No
2773-MADBQ,53.1,1901.25,1901.25,0.0,0,0.0,Credit Card,Yes
6016-LVTJQ,20.65,716.4,1044.84,0.0,0,328.44,Credit Card,No
7860-KSUGX,64.45,4720.0,7072.24,0.0,0,2352.24,Credit Card,No
8966-KZXXA,25.1,930.95,2183.39,0.0,0,1252.44,Credit Card,No
5149-QYTTU,95.15,6770.85,9222.48,0.0,0,2451.63,Credit Card,Yes
2085-BOJKI,96.65,1588.25,2078.36,0.0,0,490.11,Bank Withdrawal,Yes
0817-HSUSE,75.5,75.5,81.13,0.0,0,5.63,Bank Withdrawal,Yes
5442-PPTJY,19.7,258.35,314.87,0.0,0,56.52,Credit Card,No
1927-QEWMY,20.5,1502.25,4663.77,0.0,0,3161.52,Credit Card,No
1663-MHLHE,19.2,19.2,55.08,0.0,0,35.88,Credit Card,No
4450-MDZFX,74.35,4453.3,6759.7,0.0,0,2306.4,Bank Withdrawal,No
6701-DHKWQ,51.35,3244.4,3244.4,0.0,0,0.0,Credit Card,No
7554-AKDQF,45.65,323.45,357.59,0.0,0,34.14,Credit Card,No
0794-YVSGE,20.3,1401.15,3356.67,0.0,0,1955.52,Bank Withdrawal,No
5423-BHIXO,54.2,1739.6,2764.24,0.0,0,1024.64,Bank Withdrawal,Yes
6908-VVYHM,90.65,5931.0,7330.6,0.0,110,1289.6,Bank Withdrawal,Yes
2959-EEXWB,50.9,2333.85,2333.85,0.0,0,0.0,Bank Withdrawal,Yes
1839-UMACK,25.05,949.85,2110.73,0.0,0,1160.88,Bank Withdrawal,No
3030-YDNRM,74.85,572.45,665.09,0.0,0,92.64,Bank Withdrawal,Yes
7321-KKSDU,20.5,696.8,1238.88,0.0,0,542.08,Credit Card,No
8286-AFUYI,47.95,47.95,94.18,0.0,0,46.23,Bank Withdrawal,No
8356-WUAOJ,45.0,45.0,95.63,0.0,10,40.63,Bank Withdrawal,Yes
9350-ZXYJC,25.3,116.95,155.95,0.0,0,39.0,Credit Card,Yes
8958-JPTRR,24.3,1261.7,2449.46,0.0,0,1187.76,Bank Withdrawal,No
6959-GQEGV,75.95,3273.8,3740.0,0.0,0,466.2,Bank Withdrawal,Yes
3173-WSSUE,19.7,1415.85,3003.41,0.0,0,1587.56,Credit Card,No
1265-HVPZB,66.4,3958.2,4905.74,0.0,0,947.54,Credit Card,No
4115-UMJFQ,35.75,2492.25,2642.25,0.0,150,0.0,Bank Withdrawal,Yes
7369-TRPFD,18.8,279.2,605.43,0.0,0,326.23,Credit Card,No
1098-KFQEC,19.4,1083.0,2609.25,0.0,0,1526.25,Credit Card,No
7190-XHTWJ,19.3,755.5,1995.44,0.0,0,1239.94,Mailed Check,No
5296-BFCYD,20.1,936.85,1622.71,0.0,0,685.86,Mailed Check,Yes
9359-JANWS,58.9,3857.1,6087.25,0.0,0,2230.15,Credit Card,No
3279-DYZQM,19.45,1378.45,2180.75,0.0,0,802.3,Mailed Check,No
9575-IWCAZ,25.1,171.0,454.74,0.0,0,283.74,Mailed Check,No
7940-UQQUG,104.4,6721.6,7614.4,0.0,0,892.8,Bank Withdrawal,Yes
3961-SXAXY,44.05,44.05,74.78,0.0,0,30.73,Bank Withdrawal,Yes
7010-BRBUU,24.1,1734.65,3148.73,0.0,0,1414.08,Credit Card,No
3566-HJGPK,45.55,45.55,61.89,0.0,0,16.34,Mailed Check,Yes
3062-ICYZQ,93.8,4539.35,5928.08,0.0,0,1388.73,Bank Withdrawal,Yes
9938-PRCVK,19.7,804.25,1786.2,0.0,0,981.95,Bank Withdrawal,No
0973-KYVNF,70.65,5011.15,8115.79,0.0,0,3104.64,Credit Card,Yes
5129-HHMZC,86.45,3574.5,4480.94,0.0,0,906.44,Credit Card,No
9637-CDTKZ,114.1,8086.4,9761.84,0.0,0,1675.44,Credit Card,Yes
3946-JEWRQ,95.2,4563.0,5626.71,0.0,80,983.71,Credit Card,Yes
7873-CVMAW,88.55,6362.35,9681.55,0.0,0,3319.2,Credit Card,No
0463-WZZKO,20.75,67.1,116.27,0.0,0,49.17,Credit Card,Yes
4524-QCSSM,44.65,1156.55,1156.55,0.0,0,0.0,Bank Withdrawal,Yes
5832-EXGTT,60.2,1834.15,1875.04,0.0,0,40.89,Credit Card,Yes
2039-JONDJ,55.45,1477.65,2025.48,0.0,0,547.83,Bank Withdrawal,No
7217-JYHOQ,70.3,1706.45,2776.13,0.0,0,1069.68,Credit Card,Yes
6695-FRVEC,60.4,3953.7,5412.09,0.0,40,1418.39,Bank Withdrawal,Yes
9894-QMIMJ,55.8,1327.85,1535.77,0.0,0,207.92,Bank Withdrawal,No
8069-YQQAJ,31.1,419.7,419.7,0.0,0,0.0,Mailed Check,Yes
3466-WAESX,69.1,1083.7,1307.54,0.0,0,223.84,Bank Withdrawal,Yes
9281-PKKZE,43.95,2007.85,2007.85,0.0,0,0.0,Bank Withdrawal,Yes
3638-VBZTA,86.5,5882.75,6664.75,0.0,0,782.0,Bank Withdrawal,Yes
7459-IMVYU,69.95,2657.55,3811.55,0.0,90,1064.0,Bank Withdrawal,No
8563-OYMQY,90.95,1612.2,2206.86,0.0,0,594.66,Credit Card,Yes
0754-EEBDC,19.9,76.65,174.93,0.0,0,98.28,Mailed Check,No
5777-ZPQNC,20.15,260.7,580.74,0.0,0,320.04,Bank Withdrawal,No
1951-IEYXM,90.6,6441.85,8959.69,0.0,0,2517.84,Credit Card,Yes
3318-NMQXL,92.0,266.8,313.6,0.0,0,46.8,Bank Withdrawal,Yes
1022-RKXDR,24.85,962.25,2301.31,0.0,0,1339.06,Mailed Check,Yes
2361-FJWNO,36.0,1382.9,1512.9,0.0,130,0.0,Credit Card,No
2272-UOINI,78.5,571.05,594.43,0.0,0,23.38,Bank Withdrawal,Yes
8232-UTFOZ,19.95,1399.35,1894.77,0.0,0,495.42,Credit Card,No
3750-YHRYO,20.65,150.0,297.63,0.0,0,147.63,Mailed Check,No
6637-KYRCV,30.5,167.2,167.2,0.0,0,0.0,Bank Withdrawal,Yes
5668-MEISB,106.1,7657.4,8118.92,0.0,0,461.52,Credit Card,No
0129-QMPDR,20.5,865.05,2070.65,0.0,0,1205.6,Bank Withdrawal,Yes
7188-CBBBA,95.5,6153.85,8033.05,0.0,80,1799.2,Bank Withdrawal,Yes
5356-CSVSQ,64.6,174.2,297.17,0.0,0,122.97,Bank Withdrawal,No
3221-CJMSG,51.1,1269.6,1325.52,0.0,0,55.92,Credit Card,Yes
2801-NISEI,54.95,1348.5,2070.18,0.0,0,721.68,Bank Withdrawal,No
4623-ZKHLY,20.45,471.55,928.71,0.0,0,457.16,Bank Withdrawal,Yes
6732-VAILE,85.95,5931.75,8035.95,0.0,0,2104.2,Credit Card,Yes
8201-AAXCB,60.35,1404.65,2061.4,0.0,10,646.75,Bank Withdrawal,No
7696-CFTAT,19.8,726.1,1029.87,0.0,0,303.77,Bank Withdrawal,No
2123-VSCOT,72.1,4194.85,5658.64,0.0,0,1463.79,Bank Withdrawal,Yes
2018-QKYGT,81.05,81.05,117.37,0.0,0,36.32,Bank Withdrawal,Yes
2792-VPPET,20.5,76.95,187.98,0.0,0,111.03,Bank Withdrawal,Yes
7409-JURKQ,111.8,5809.75,8026.21,0.0,0,2216.46,Bank Withdrawal,Yes
3247-MHJKM,20.2,20.2,62.35,0.0,0,42.15,Mailed Check,No
1964-SVLEA,19.7,415.9,1018.5,0.0,0,602.6,Mailed Check,Yes
7297-DVYGA,19.85,996.95,2520.32,0.0,0,1523.37,Bank Withdrawal,Yes
2239-CGBUZ,60.5,3145.15,5551.33,0.0,0,2406.18,Bank Withdrawal,Yes
0854-UYHZD,19.55,265.3,814.29,0.0,0,548.99,Mailed Check,No
7243-LCGGZ,20.9,20.9,31.11,0.0,0,10.21,Mailed Check,No
8267-KFGYD,21.05,21.05,31.19,0.0,0,10.14,Mailed Check,Yes
4890-VMUAV,71.5,4576.3,5783.45,0.0,70,1137.15,Bank Withdrawal,No
9261-WDCAF,54.65,189.1,289.69,0.0,0,100.59,Mailed Check,No
3764-MNMOI,19.2,908.15,2333.69,0.0,0,1425.54,Credit Card,No
7442-YGZFK,49.8,49.8,53.77,0.0,0,3.97,Credit Card,Yes
8229-BUJHX,20.5,1500.95,2291.18,0.0,0,790.23,Bank Withdrawal,No
7449-HVPIV,90.4,5099.15,6339.95,0.0,0,1240.8,Credit Card,Yes
5504-WSIUR,90.25,6385.95,7423.95,0.0,100,938.0,Bank Withdrawal,Yes
8466-PZBLH,104.6,6885.75,7643.52,0.0,0,757.77,Bank Withdrawal,No
8735-IJJEG,50.2,668.85,725.55,0.0,0,56.7,Credit Card,No
0564-MUUQK,95.5,1916.2,2690.4,0.0,0,774.2,Bank Withdrawal,Yes
0701-RFGFI,95.4,4613.95,5014.77,0.0,0,400.82,Bank Withdrawal,Yes
0019-EFAEP,101.3,7261.25,7423.25,0.0,0,162.0,Bank Withdrawal,Yes
5619-PTMIK,53.1,2459.8,4517.84,0.0,0,2058.04,Bank Withdrawal,No
3737-XBQDD,84.85,2048.8,2443.92,0.0,80,315.12,Bank Withdrawal,Yes
5882-CMAZQ,34.25,163.55,163.55,0.0,0,0.0,Bank Withdrawal,No
5846-QFDFI,88.6,2888.7,3252.03,0.0,0,363.33,Credit Card,No
4445-KWOKW,60.15,2421.6,3658.08,0.0,0,1236.48,Bank Withdrawal,Yes
3511-APPBJ,99.95,2292.75,3257.37,0.0,0,964.62,Credit Card,Yes
7967-HYCDE,70.7,553.4,888.84,0.0,0,335.44,Bank Withdrawal,No
2430-RRYUW,54.8,3465.7,4228.66,0.0,0,762.96,Mailed Check,Yes
5447-WZAFP,100.3,5200.8,5642.29,0.0,0,441.49,Mailed Check,Yes
5110-CHOPY,53.6,3237.05,3237.05,0.0,0,0.0,Bank Withdrawal,No
4425-OWHWB,19.35,433.75,651.75,0.0,0,218.0,Credit Card,Yes
7892-QVYKW,85.6,1868.4,2094.72,0.0,0,226.32,Bank Withdrawal,No
9675-ICXCT,80.8,5728.55,8253.59,0.0,0,2525.04,Bank Withdrawal,Yes
4703-MQYKT,19.6,390.4,743.41,0.0,0,353.01,Mailed Check,No
0602-DDUML,69.75,3894.4,5954.38,0.0,0,2059.98,Mailed Check,No
2208-MPXIO,20.0,886.4,1864.25,0.0,0,977.85,Bank Withdrawal,Yes
1960-UYCNN,95.25,1021.55,1285.85,0.0,0,264.3,Bank Withdrawal,Yes
3190-FZATL,19.95,268.4,837.64,0.0,0,569.24,Credit Card,No
7336-RLLRH,80.85,2204.35,2523.76,0.0,0,319.41,Credit Card,No
7710-JSYOA,93.3,6398.05,8366.62,0.0,0,1968.57,Bank Withdrawal,Yes
9885-MFVSU,46.35,1662.05,1802.05,0.0,140,0.0,Credit Card,Yes
0607-MVMGC,78.75,3600.65,5392.55,0.0,0,1791.9,Credit Card,No
3365-SAIGS,83.55,1329.15,1713.52,0.0,0,384.37,Bank Withdrawal,Yes
8022-BECSI,19.6,422.5,872.62,0.0,0,450.12,Credit Card,No
9993-LHIEB,67.85,4627.65,4769.69,0.0,0,142.04,Credit Card,No
0266-CLZKZ,105.65,6717.9,7909.83,0.0,0,1191.93,Bank Withdrawal,Yes
3977-QCRSL,20.15,117.95,134.8,0.0,0,16.85,Credit Card,No
0017-DINOC,45.2,2460.55,2460.55,0.0,0,0.0,Credit Card,No
7639-OPLNG,79.25,5731.85,7689.75,0.0,0,1957.9,Bank Withdrawal,Yes
1492-QGCLU,85.7,4616.1,6038.62,0.0,0,1422.52,Bank Withdrawal,No
7328-OWMOM,20.1,589.25,1634.26,0.0,0,1045.01,Credit Card,No
4418-LZMSV,61.8,750.1,1116.05,0.0,0,365.95,Bank Withdrawal,No
5155-AZQPB,49.9,1410.25,2569.73,0.0,0,1159.48,Credit Card,No
1087-GRUYI,20.4,743.5,1008.36,0.0,0,264.86,Bank Withdrawal,No
2546-KZAAT,75.4,3865.45,4406.25,0.0,0,540.8,Credit Card,Yes
0181-RITDD,108.15,6825.65,6934.77,0.0,0,109.12,Credit Card,No
5989-PGKJB,86.25,1340.1,1696.9,0.0,0,356.8,Bank Withdrawal,Yes
8272-ONJLV,95.7,1184.0,1772.0,0.0,0,588.0,Bank Withdrawal,No
1488-PBLJN,116.85,8477.7,10769.46,0.0,0,2291.76,Bank Withdrawal,Yes
3778-FOAQW,20.15,456.85,1245.49,0.0,0,788.64,Credit Card,No
4452-ROHMO,19.6,331.6,923.95,0.0,0,592.35,Credit Card,No
3090-LETTY,60.95,134.6,164.36,0.0,0,29.76,Bank Withdrawal,No
5349-AZPEW,25.05,125.5,125.5,0.0,0,0.0,Credit Card,No
9720-JJJOR,60.3,2511.3,2610.93,0.0,0,99.63,Bank Withdrawal,Yes
8100-HZZLJ,63.95,2737.05,2977.85,0.0,0,240.8,Bank Withdrawal,Yes
7398-HPYZQ,90.55,6404.0,8433.18,0.0,0,2029.18,Bank Withdrawal,No
3546-GHEAE,19.45,165.35,231.36,0.0,0,66.01,Credit Card,No
2550-QHZGP,19.5,128.6,342.66,0.0,0,214.06,Credit Card,No
7519-JTWQH,110.5,7455.45,9105.93,0.0,0,1650.48,Bank Withdrawal,Yes
2538-OIMXF,24.7,24.7,94.7,0.0,70,0.0,Credit Card,No
8543-MSDMF,77.4,206.15,339.41,0.0,0,133.26,Bank Withdrawal,Yes
1170-SASML,85.4,5869.4,8249.21,0.0,0,2379.81,Bank Withdrawal,Yes
4872-JCVCA,47.6,3377.8,3377.8,0.0,0,0.0,Bank Withdrawal,Yes
5346-BZCHP,19.4,1346.2,3083.62,0.0,0,1737.42,Credit Card,No
2038-LLMLM,103.85,4946.05,5450.05,0.0,0,504.0,Bank Withdrawal,Yes
1216-BGTSP,108.45,4964.7,5233.35,0.0,0,268.65,Credit Card,Yes
4138-NAXED,81.0,4085.75,6285.18,0.0,10,2189.43,Bank Withdrawal,No
0744-BIKKF,86.65,6224.8,7046.32,0.0,0,821.52,Bank Withdrawal,No
7483-IQWIB,92.95,3415.25,4854.18,0.0,0,1438.93,Bank Withdrawal,Yes
5248-KWLAR,90.35,6325.25,7633.07,0.0,0,1307.82,Bank Withdrawal,No
7996-MHXLW,25.15,1683.6,3054.42,0.0,0,1370.82,Credit Card,Yes
7833-PKIHD,76.4,3966.3,5580.96,0.0,0,1614.66,Bank Withdrawal,Yes
7061-OVMIM,19.55,608.5,1242.7,0.0,0,634.2,Bank Withdrawal,No
5153-RTHKF,85.35,2896.6,3696.96,0.0,0,800.36,Bank Withdrawal,No
1852-QSWCD,24.8,1514.85,3770.85,0.0,0,2256.0,Credit Card,Yes
9079-LWTFD,100.75,4669.2,6912.51,0.0,0,2243.31,Credit Card,No
3392-EHMNK,94.1,6302.8,7066.6,0.0,0,763.8,Credit Card,No
5986-WWXDV,19.35,779.2,2674.99,0.0,0,1895.79,Bank Withdrawal,No
3061-BCKYI,19.9,283.75,892.75,0.0,0,609.0,Credit Card,No
7228-PAQPD,59.1,772.85,1248.99,0.0,0,476.14,Credit Card,No
7746-QYVCO,55.85,857.8,1194.44,0.0,0,336.64,Credit Card,Yes
5804-HYIEZ,106.05,7554.05,10373.65,0.0,0,2819.6,Bank Withdrawal,Yes
5934-TSSAU,75.3,1702.9,2823.69,0.0,0,1120.79,Credit Card,Yes
3486-KHMLI,24.7,467.15,1123.61,0.0,0,656.46,Credit Card,No
6784-XYJAE,55.8,1941.5,3700.62,0.0,70,1689.12,Bank Withdrawal,No
3933-DQPWX,39.7,1932.75,1932.75,0.0,0,0.0,Credit Card,No
6661-EIPZC,29.5,1423.05,1423.05,0.0,0,0.0,Credit Card,Yes
8957-THMOA,20.15,970.85,1918.35,0.0,0,947.5,Credit Card,No
2251-PYLPB,79.55,5810.9,9054.5,0.0,0,3243.6,Credit Card,No
5555-RNPGT,24.8,223.9,568.6,0.0,0,344.7,Credit Card,No
1057-FOGLZ,19.65,391.7,719.3,0.0,0,327.6,Credit Card,No
8087-LGYHQ,94.05,811.65,951.42,0.0,0,139.77,Bank Withdrawal,Yes
4137-BTIKL,90.75,174.75,229.09,0.0,0,54.34,Credit Card,No
2190-BCXEC,78.85,3126.85,4725.65,0.0,0,1598.8,Credit Card,Yes
6227-FBDXH,99.5,6841.45,7104.34,0.0,0,262.89,Bank Withdrawal,No
2911-WDXMV,80.55,1406.65,2146.09,0.0,0,739.44,Credit Card,Yes
4547-FZJWE,59.45,3157.0,5186.35,0.0,40,1989.35,Credit Card,No
7422-WNBTY,93.35,3092.0,4140.08,0.0,0,1048.08,Bank Withdrawal,Yes
0842-IWYCP,44.95,2168.9,4023.62,0.0,0,1854.72,Bank Withdrawal,No
3521-HTQTV,26.1,980.35,1676.33,0.0,0,695.98,Bank Withdrawal,No
3744-ZBHON,20.2,65.95,161.38,0.0,0,95.43,Bank Withdrawal,No
3373-DIUUN,21.25,711.9,1911.9,0.0,0,1200.0,Credit Card,No
8383-SGHJU,59.4,1952.8,2292.04,0.0,0,339.24,Bank Withdrawal,No
7607-QKKTJ,95.0,4368.85,5934.1,0.0,60,1505.25,Credit Card,Yes
7707-PYBBH,61.9,2647.1,4126.3,0.0,0,1479.2,Credit Card,Yes
8984-HPEMB,118.65,8477.6,9748.5,0.0,0,1270.9,Bank Withdrawal,Yes
4139-DETXS,64.45,4528.0,4528.0,0.0,0,0.0,Bank Withdrawal,No
9779-DPNEJ,80.15,1790.65,2526.77,0.0,0,736.12,Bank Withdrawal,Yes
9805-FILKB,20.2,845.6,1062.72,0.0,0,217.12,Bank Withdrawal,Yes
5793-YOLJN,21.0,1210.3,3328.35,0.0,0,2118.05,Credit Card,No
0673-IGUQO,20.45,20.45,50.54,0.0,0,30.09,Credit Card,No
4123-FCVCB,75.85,854.45,1445.45,0.0,0,591.0,Credit Card,Yes
8819-IMISP,80.45,2429.1,3578.27,0.0,0,1149.17,Bank Withdrawal,Yes
8311-UEUAB,75.5,5229.45,5320.57,0.0,0,91.12,Bank Withdrawal,Yes
5858-EAFCZ,44.45,44.45,67.79,0.0,0,23.34,Credit Card,No
1163-ONYEY,74.55,3023.55,4194.1,0.0,0,1170.55,Credit Card,Yes
5656-MJEFC,48.15,2032.3,2032.3,0.0,0,0.0,Credit Card,No
6082-OQFBA,19.65,436.9,1009.14,0.0,0,572.24,Mailed Check,No
8974-OVACP,20.15,20.15,47.74,0.0,0,27.59,Mailed Check,No
4010-YLMVT,106.6,5893.95,7281.07,0.0,0,1387.12,Credit Card,Yes
1379-FRVEB,91.0,1430.05,1883.35,0.0,0,453.3,Bank Withdrawal,Yes
8612-GXIDD,25.4,313.0,842.44,0.0,0,529.44,Bank Withdrawal,Yes
6288-CHQJB,69.95,3871.85,5393.03,0.0,0,1521.18,Bank Withdrawal,No
8160-HOWOX,66.85,458.1,795.22,0.0,0,337.12,Bank Withdrawal,Yes
6648-INWPS,20.15,341.35,958.15,0.0,0,616.8,Bank Withdrawal,No
4223-BKEOR,64.85,1336.8,1985.28,0.0,0,648.48,Mailed Check,No
1763-WQFUK,50.5,147.75,226.89,0.0,0,79.14,Mailed Check,Yes
1391-UBDAR,72.9,818.45,1020.08,0.0,0,201.63,Bank Withdrawal,No
8894-JVDCV,115.05,7133.45,9417.53,0.0,0,2284.08,Credit Card,Yes
